gene,Absorptive,B_plasma,Basal,Conventional_CD4,Conventional_CD8,Cycling_T/NK,Cycling_endothelia,Cycling_epithelia,DC,Enteroendocrine,Epithelial_progenitor,Epithelial_stem,Erythrocyte,Fibroblast,Glia,Granulocyte,Immature_B,Intestinal_Cajal_cell,Keratinocyte,Lymphatic_endothelia,Lymphoid_stromal_cell,Macrophage,Mature_B,Megakaryocyte/platelet,Melanocyte,Mesoderm,Mesothelium,Microfold,Monocyte,Myoblast/myocyte,Myofibroblast,NK,Neuron,Neuron_progenitor,Pericyte,Salivary/Submucosal_glands,Secretory,Smooth_muscle,Transit_amplifying,Treg,Unconventional_T/ILC,Vascular_endothelia,signature_variance
SRGN,1.0,576.106488412536,1.0,2539.74453948179,1893.17166236275,1149.48477358541,217.711828984626,1.0,2419.54698008917,1.0,1.0,1.0,434.292607796533,1.0,1.0,4179.06097852133,145.304115804773,1.0,1.0,97.9964375169202,1.0,2055.95938525555,333.440346881021,2137.22127161712,1.0,1.0,1.0,1.0,4809.38718781338,1.0,1.0,3192.19730416087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3399.87540762435,1960.07026177121,508.51593510239,10.510789047007169
LYZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1850.35918550795,4051.42306993632,1542.41265031785,1.0,107.479958022656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2367.43238970277,1.0,1.0,1.0,1.0,1.0,1072.70034154964,7806.73807293238,1.0,1.0,1.0,1.0,1.0,1.0,52832.9754297294,12771.8165176214,1.0,195.205650070058,1.0,1.0,1.0,9.92034974189243
SPARC,1.0,1.0,1.0,1.0,1.0,1.0,1210.91998996635,1.0,1.0,1.0,97.4018983111787,1.0,1.0,1841.7677180799,2597.19035904886,1.0,1.0,432.506369408241,1.0,156.887138852826,1362.93752885362,1.0,1.0,1430.15482003675,406.76284654541,2328.76146766618,2559.82320489315,1.0,1.0,1377.22448707233,1655.61371772736,1.0,109.925861867514,1005.38131821221,2705.57347163526,1.0,1.0,703.828843961585,1.0,1.0,1.0,857.863052502999,9.724187365462218
MDK,274.232836494956,1.0,1.0,1.0,1.0,1.0,723.790293619544,224.435070915129,1.0,1393.85415448834,760.285591206185,135.547310726281,1.0,1571.91547560282,2230.24822313661,1.0,1.0,2451.65981837434,1.0,346.244926055585,1449.14385593645,1.0,1.0,1.0,1.0,3117.29500925144,2165.5376788013,248.143509453224,1.0,986.692450034186,1723.65106496972,1.0,1879.14695348156,2782.15101973161,1078.98136294832,101.984770143112,231.001211832401,1540.5024527661,114.960970272613,1.0,1.0,268.087027146595,9.418292559846082
VIM,1.0,593.136589955409,1.0,982.928107271009,997.249529795911,2376.41814853236,5335.46303437474,1.0,2702.19370948002,110.77748082523,146.103545010874,1.0,535.764419295725,5172.28449620378,13339.9503025055,4126.03669134252,292.854059045534,6576.61452074471,1.0,6429.1817314432,5662.51270128378,954.042500128638,447.990619274223,409.329930724786,10703.6853607715,3753.13365291413,2570.45394780957,1.0,2987.43308342018,3105.5063476114,3286.87193832428,965.200876977013,825.134572238343,8639.240308084,6038.63470885046,1.0,1.0,4264.64319421353,1.0,536.036283275064,1099.77408863355,6663.27933493646,9.337713251449353
IGFBP7,1.0,1.0,1.0,1.0,1.0,1.0,3489.88660645739,1.0,1.0,1.0,1.0,1.0,1.0,1772.9722974511,1381.19089011693,1.0,1.0,99.2132936534347,1.0,5280.78318352023,925.384874418703,1.0,1.0,1.0,1329.93098738487,137.714256793134,93.1703666056913,1.0,1.0,1.0,536.653003744267,1.0,1.0,437.401036024836,5064.97824797989,1.0,1.0,1861.02915645985,1.0,1.0,1.0,3059.23077251132,9.258963222314847
IGKC,1.0,229920.676735802,1.0,450.203863454948,619.678776698937,386.746220049952,1.0,326.540734441224,326.653582651625,404.462196157193,1.0,1.0,1.0,1.0,1.0,852.94542327687,2972.34825289883,1.0,1.0,173.696944271413,1.0,209.081712173355,2661.95097594738,1.0,1.0,1.0,1.0,58.5515230354247,360.856208841312,1.0,1.0,173.234136468468,1.0,1.0,1.0,47.9713607866176,645.910924618043,1.0,198.014455616747,430.798811324274,164.370094856457,1.0,9.137353605665608
RGS1,1.0,1124.18907615942,1.0,1834.56505475275,1507.90148686286,716.664881616598,1.0,1.0,1293.3840173854,1.0,1.0,1.0,298.810123994671,1.0,1.0,4992.97699119277,388.745238033149,1.0,1.0,1.0,1.0,1107.23298503654,673.720896332157,1.0,1.0,1.0,1.0,1.0,309.54070855957,1.0,1.0,992.756245232025,1.0,1.0,1.0,1.0,1.0,80.0016748687234,1.0,2990.40659118774,1837.56771194741,1.0,9.108160409835968
COL3A1,1.0,1.0,1.0,1.0,1.0,1.0,163.171085421032,1.0,1.0,1.0,1.0,1.0,1.0,4657.33058764805,575.028488828028,1.0,1.0,1054.79562998031,1.0,1.0,1918.61807325749,1.0,1.0,1.0,1.0,4561.13010663649,2025.78708339571,1.0,1.0,1127.64875067814,2843.46560217121,1.0,1.0,1.0,2729.72886077761,1.0,1.0,1166.69861595267,1.0,1.0,1.0,1.0,8.905160773621223
ANXA1,1.0,1.0,752.555431104113,869.172730621606,826.829229434091,446.082772155098,467.27887698155,817.43180161742,646.242957882254,1.0,1.0,1.0,1.0,302.078546982664,476.670020545385,3965.9211847424,1.0,1.0,7323.32924990993,410.707857146413,1.0,347.533354844606,1.0,1.0,1181.28084762408,1.0,338.744920690225,1.0,712.566670544493,1.0,1.0,601.936621910165,1.0,1.0,160.316068827826,450.908590237974,1.0,1.0,1.0,1.0,484.69390616063,518.536808098425,8.902903815922146
COL1A1,1.0,1.0,1.0,1.0,1.0,1.0,135.239343591673,1.0,1.0,1.0,1.0,1.0,1.0,4087.25281128994,600.207668976052,1.0,1.0,640.988023246961,1.0,1.0,1896.8342683843,1.0,1.0,1.0,1.0,5968.97463418985,1603.95386823722,1.0,1.0,500.882346379471,3090.4004168722,1.0,1.0,173.647580775075,2255.02620380763,1.0,1.0,875.01735998017,1.0,1.0,1.0,1.0,8.617028017266163
CD69,1.0,247.84550809376,1.0,2538.10706774698,1848.3335595177,615.228434063735,1.0,1.0,90.7628234242268,1.0,1.0,1.0,1.0,1.0,1.0,3807.50290818528,2094.18398770654,1.0,1.0,1.0,1.0,1.0,1390.75149811572,379.286366972763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2343.41167834849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1170.92530469128,1973.51405215531,1.0,8.498318802833255
COL1A2,1.0,1.0,1.0,1.0,1.0,1.0,122.239685190351,1.0,1.0,1.0,1.0,1.0,1.0,3800.56526174065,820.137902838941,1.0,1.0,678.378708553893,1.0,1.0,1863.32708513751,1.0,1.0,1.0,152.966770027146,4220.71215482742,990.932214174189,1.0,1.0,781.349607350314,2338.06646669136,1.0,1.0,210.806974206913,1811.83049732655,1.0,1.0,547.910513214324,1.0,1.0,1.0,1.0,8.4067470593775
CALD1,1.0,1.0,138.303840538383,1.0,1.0,1.0,370.604309169981,40.9540996915942,1.0,1.0,51.3525070186549,1.0,1.0,1617.58060748585,482.767716002114,1.0,1.0,1425.60227856636,36.6761006843265,848.963561744218,1075.38075646388,1.0,1.0,817.659861449572,625.869977444186,924.397489207118,556.667655953634,1.0,1.0,187.882498770607,1590.51823822484,1.0,156.153674770925,288.108166273176,3292.49528846396,1.0,1.0,3540.35298908028,1.0,1.0,1.0,339.608167645269,8.389335191719141
LGALS1,1.0,496.655177147156,81.7806673175426,138.968489494152,287.129320228635,902.418110956484,1758.70276062968,1.0,1423.72627304746,1.0,1.0,1.0,223.916256720903,4204.15266826016,2371.62835442543,770.743174104033,1.0,3036.76072645571,1.0,1430.86106376586,2718.53018721503,925.201928926984,184.002892958738,1.0,3649.3321838834,3018.28192884504,968.995812529328,1.0,1968.59708535082,2537.92916524465,3803.54811950049,415.375679307356,303.309893340285,1162.8212500592,3868.77549599874,76.4188888183497,1.0,2371.86391001879,1.0,93.5104077035132,260.683933436657,743.551008716759,8.376998090404006
ARHGDIB,1.0,73.6886602527646,1.0,897.754964080172,1017.63263291194,1465.31298402463,294.300353259732,1.0,663.290164660413,1.0,1.0,1.0,1.0,1.0,1.0,985.23174637812,1029.20814516595,1.0,1.0,1.0,1.0,624.24999653103,878.044127852722,817.659861449572,1.0,1.0,1.0,1.0,737.900597010144,1.0,1.0,1063.08888623943,1.0,1.0,254.216254411051,39.6093543224531,1.0,1.0,1.0,1465.35078972564,1136.9845032292,212.604744280294,8.371671785650074
KRT8,3067.13739606172,1.0,203.512402134723,1.0,1.0,1.0,1.0,949.272850051514,1.0,1285.62409749781,1139.73030183701,1527.4332306201,1.0,1.0,1.0,1.0,1.0,91.4839328762385,59.0261792737721,47.2564339021511,1.0,1.0,1.0,1.0,1.0,135.840023901137,1602.57118970162,2989.04125228457,1.0,1.0,1.0,1.0,1.0,1.0,92.8624643168984,358.393949187386,2188.03149781541,228.110871437133,1547.4977826419,1.0,1.0,1.0,8.303175413595637
PHGR1,18334.4889891769,1.0,1.0,1.0,1.0,1.0,1.0,378.607735802599,1.0,1832.48325891902,485.888265204521,1388.70828405239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13465.6252370993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3191.55929301353,1.0,3163.4249744395,1.0,1.0,1.0,8.289834940670985
CD74,440.105352680656,1067.17934047758,265.913909930953,327.73967253444,744.351111026938,984.757407930961,767.247882400496,274.44954121804,20550.3068984337,358.599267398397,39.966964296288,162.467670900034,1380.67713351177,1.0,1006.18475756187,384.470462962245,17995.1444095611,86.7416904896148,54.6606529835616,904.099552656708,1600.23318921775,19564.9219128018,13845.3174329845,1.0,184.721151209214,1.0,30.3125208793347,2974.77163052654,6368.91989286897,1.0,1.0,629.348283907661,1.0,1.0,1.0,196.952798143654,1056.45375832046,1.0,362.394411225902,729.911144137625,606.040729089166,3601.13846203698,8.254707772376978
IL32,916.214518782206,1.0,1.0,1356.46270172416,1978.82067067425,1539.48481138993,404.746578845177,1.0,1.0,125.364131483591,47.9162157700769,69.1526801066816,1.0,116.131055735389,1.0,1.0,1.0,1.0,1.0,336.477008404394,294.314272128195,1.0,1.0,1.0,1.0,1.0,1.0,1203.74854623588,1.0,1.0,1.0,1214.94300883352,1.0,1.0,1.0,1.0,206.335608905182,1.0,158.084121105133,3174.47364792001,2577.71780496136,333.935294534436,8.13348464022094
CXCR4,1.0,124.756395729168,1.0,2106.58963777653,2269.35030986979,507.018793371778,1.0,1.0,756.232028940047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3294.34352652665,1.0,1.0,1.0,130.844013776111,238.359823460875,1937.90126883225,1.0,1.0,1.0,1.0,1.0,410.350918797248,62.5296154985217,1.0,1679.64911483229,70.2358014451306,1.0,1.0,1.0,1.0,1.0,1.0,1100.54579377202,1214.75204923034,1.0,8.102579701528299
KRT19,2012.56824448216,1.0,1787.89639194686,1.0,1.0,1.0,1.0,868.047252604377,1.0,1005.71216397373,873.139470964659,372.266124787321,1.0,1.0,1.0,1.0,1.0,1.0,594.805273703628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,858.158364654932,1269.10104763256,1.0,69.1905707947804,1.0,1.0,1.0,1.0,1.0,1076.74993964266,1274.48548736509,1.0,799.35914128895,1.0,1.0,1.0,8.058188097629248
MT1G,2015.54759042057,1.0,1.0,1.0,1.0,1.0,1.0,1557.3188375856,1.0,596.138345962228,2572.69591434565,2397.28379919276,3359.88872724126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1727.85544204555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1887.08382262599,1.0,1692.91796774539,1.0,1.0,1.0,8.047438638727499
KRT18,1241.70967944024,1.0,338.781042370255,1.0,1.0,1.0,80.8110985357695,936.938224877904,1.0,712.127987578216,799.942222036287,1418.0280593594,1.0,1.0,1.0,1.0,1.0,64.9883457454249,176.421376777769,240.44168021848,1.0,1.0,1.0,1.0,1.0,81.8530576804996,1589.38011715706,1695.88229826999,1.0,1.0,1.0,1.0,1.0,1.0,248.341858569928,578.656567111443,2034.40133938106,1.0,1404.18949778208,1.0,1.0,1.0,8.029173330214803
CD52,1.0,1.0,1.0,1331.51925934802,1750.69976205552,1336.52777818683,1.0,1.0,320.633823872614,1.0,1.0,1.0,1.0,1.0,1.0,502.920002693634,2571.07626039635,1.0,1.0,1.0,1.0,1.0,1782.87977161912,1.0,1.0,1.0,1.0,1.0,752.060859212795,1.0,1.0,841.044995576582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1205.42651483637,1958.74118762271,1.0,8.02528790078729
MEG3,1.0,1.0,1.0,1.0,1.0,1.0,280.936878619041,1.0,1.0,1.0,254.795363039383,1.0,1.0,844.782457004285,525.116166217533,1.0,1.0,1405.33770089811,1.0,1.0,501.200787284016,1.0,1.0,95.5715929931908,1.0,978.50758520128,307.054455439616,1.0,1.0,4141.94078385514,1058.51288719603,1.0,2413.61120069931,341.512205047493,587.508293693905,1.0,1.0,434.176031648355,1.0,1.0,1.0,118.535903629031,7.997777658721189
S100A4,1.0,57.7810347694339,79.3068741615521,1415.07090020525,1286.39598548517,1704.38425587213,1.0,45.0848732832306,1751.58248807948,1.0,1.0,1.0,554.246182676149,906.22326144139,886.716233756313,2696.46895352577,1.0,1.0,80.7865477978867,529.235403392569,172.363995391775,699.970443181317,178.021314096449,205.164967862393,894.692185497829,1.0,34.5535417903637,1.0,4024.13874452202,491.726666497596,211.089659315455,1304.72098665199,1.0,1.0,930.164535106725,1.0,1.0,1270.23890826,1.0,1409.09291632184,1029.08220761465,191.279700563524,7.977975949722436
LAPTM5,1.0,1.0,1.0,624.651943114857,550.490111001326,451.369830787731,1.0,1.0,528.603351469739,1.0,1.0,1.0,1.0,1.0,1.0,785.260774955231,1514.65829566389,1.0,1.0,309.992594174987,1.0,714.790537889641,1236.49181464685,1006.80304743595,1.0,1.0,1.0,1.0,772.657484184842,1.0,1.0,375.774759871107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,817.55616392239,580.76960240015,1.0,7.762279083893578
SPARCL1,1.0,1.0,1.0,1.0,1.0,1.0,1131.90896442854,1.0,1.0,1.0,1.0,1.0,1.0,818.244639652327,411.353606005464,1.0,1.0,2310.78760766538,1.0,1.0,489.606953304655,1.0,1.0,1.0,1.0,469.899719277837,1.0,1.0,1.0,74.6371691253133,1354.52012240162,1.0,1.0,1.0,947.496812941243,392.89043787931,1.0,2122.49276147535,1.0,1.0,1.0,3338.92981598257,7.742525608598286
ADIRF,1789.95252873529,1.0,237.741145621335,1.0,1.0,1.0,323.452396009467,149.574275092416,1.0,97.8087040953019,1.0,55.363380548944,1.0,539.363438069549,122.741691593478,1.0,1.0,1.0,265.44120645749,2052.56007429582,1.0,1.0,1.0,1.0,159.985506338102,1.0,196.999881336495,3408.48635797618,1.0,1.0,1.0,1.0,1.0,1.0,1175.03615156671,101.156966117129,247.16775674415,1846.79018531739,199.716291192421,1.0,1.0,2257.25871601732,7.698351047633194
MT1X,557.378710246413,40.6691106135911,2502.58418064889,1.0,78.3303436092504,107.363772320431,1.0,2019.02228566171,1.0,525.332064593945,887.070437498408,640.759638840359,1710.69934063659,1.0,1.0,1.0,1.0,1.0,949.035433723245,128.585688174342,1.0,186.471697000615,1.0,1.0,187.202784153943,1.0,108.278263652616,348.014086381954,1343.32401325662,270.299932300872,1.0,1.0,1.0,1.0,1.0,1.0,688.623317353029,1.0,455.612520281555,149.094072038729,1.0,1.0,7.690573267856208
CLU,1.0,1.0,278.019524426163,1.0,1.0,1.0,99.137242460627,234.101473540017,1.0,597.325005133763,401.778986820602,285.555767222912,1.0,208.928079877444,1295.03674879599,1280.62675725095,1.0,1.0,1.0,1213.09477178948,1019.12440891701,1.0,1.0,1882.8216261385,1.0,1.0,122.473598385119,184.653778826148,1.0,1.0,1.0,1.0,146.470505022889,573.899406970101,1.0,515.297010602631,479.604716745352,1.0,58.2114875917922,1.0,1.0,1324.9010251039,7.65776251105075
S100A9,1.0,1.0,2345.0812204045,1.0,1.0,1.0,1.0,3153.81060817157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44586.2353655613,1.0,1.0,213.53074137022,1.0,299.32935946599,195.958984767813,1.0,1.0,334.164502373545,9125.85423505938,1.0,1.0,1.0,1.0,1.0,1.0,170.722620051619,1.0,1.0,1.0,1.0,1.0,1.0,7.631837961600238
TFF3,387.08140321437,1.0,1.0,1.0,1.0,1.0,1.0,243.215509901264,1.0,1791.54385429106,345.408413169277,670.082279443604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4071.73202527311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.337678412266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4276.47436594586,10928.5988216,1.0,478.75124451407,1.0,1.0,1.0,7.546216081525228
AGR2,522.358037617782,1.0,1.0,1.0,1.0,1.0,1.0,1904.77475682996,1.0,452.388176087743,2923.35365299718,1494.28943886202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,158.553606255716,1.0,1.0,1.0,1.0,1.0,386.969980696661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2105.00133222704,4138.95273711499,1.0,1042.1573480687,1.0,1.0,1.0,7.436291930606067
IFI27,1095.65930141869,1.0,345.229937163305,1.0,1.0,1.0,838.474947986149,327.271089835646,1.0,484.799599446887,1.0,115.179674331252,1.0,207.876430683662,376.519492642752,1.0,1.0,1.0,401.504579607889,1.0,1.0,1.0,1.0,1.0,1581.41096215158,1.0,1.0,495.706481649528,1.0,1.0,1.0,1.0,1.0,1.0,249.468660744487,1.0,1032.78381290649,1.0,283.26276560191,1.0,1.0,2777.29820835166,7.407198477351692
IGFBP5,1.0,1.0,169.187571114212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1185.76043324923,428.120753121712,1.0,1.0,786.544851638928,1.0,602.647648444981,920.180676663727,1.0,1.0,1.0,1.0,1079.1245967614,735.273010881295,1.0,1.0,707.630302572018,1391.18866135363,1.0,109.492259936935,355.057574315263,395.812451923181,1.0,1.0,515.52547756914,1.0,1.0,1.0,1.0,7.3533967137026695
APOE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,208.563318944945,1.0,1.0,1105.83801302113,104.973906412987,1.0,1221.40309185945,1120.20341386333,1.0,1.0,1.0,1.0,1.0,910.514835497607,988.921034537368,1.0,1.0,2960.1033471276,112.134807214801,166.285575594509,233.808884659533,1.0,840.651367684123,1.0,1.0,1.0,190.449587986963,613.480120619857,1.0,1.0,105.585949327736,1.0,1.0,1.0,1.0,7.23612442835073
CORO1A,1.0,47.965653849316,1.0,772.039386218492,851.065159463653,1675.25595841801,1.0,1.0,488.503392563449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,818.91078493539,1.0,1.0,1.0,1.0,295.599348356251,1047.79450795527,1.0,1.0,1.0,1.0,1.0,582.096212309562,1.0,1.0,1243.03179032403,59.3019580956878,1.0,1.0,1.0,1.0,1.0,1.0,987.798510569703,961.632335811033,1.0,7.185852650917618
TPM1,265.386949143152,1.0,1.0,1.0,1.0,1.0,101.291516929071,126.12654050496,1.0,251.601767179037,155.68971786668,121.073385006903,1.0,523.984324966697,360.24000552423,1.0,1.0,724.653443298229,1.0,108.128908021289,537.927519953242,1.0,1.0,817.659861449572,181.472383655265,1020.10384583259,1385.68883947813,270.276112761421,1.0,131.189915132949,2090.19689778942,1.0,192.176299741031,343.676591700845,1768.41752480903,86.9250549584634,597.024499466018,4753.08815203384,255.729570569628,1.0,1.0,123.066550302548,7.168519840574271
IGHA1,1.0,116901.129503749,1.0,311.396505469406,251.881385599114,149.474550545093,1.0,1.0,230.447548442618,362.605680970617,1.0,1.0,1.0,1.0,1.0,660.411485020098,1.0,1.0,1.0,1.0,1.0,1.0,1175.2783783851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,505.338920659708,1.0,117.864035737873,312.304429100695,1.0,1.0,7.155937690256749
CD24,532.108163992755,1.0,1.0,1.0,1.0,1.0,55.4132279006403,403.768385419877,1.0,831.45733795134,417.701619793749,275.793596094125,1.0,1.0,87.8153936621186,1.0,200.909432048322,1.0,2494.29729677115,1.0,241.997608928619,1.0,199.494037931288,1.0,1.0,1.0,84.3602854109104,128.3176304886,1.0,1.0,1.0,1.0,1132.21052958026,224.518749579484,1.0,1863.91064166339,728.782339522408,1.0,379.303091166656,1.0,1.0,1.0,7.076157569351297
MYL9,1.0,1.0,1.0,1.0,1.0,1.0,54.357343137882,1.0,1.0,1.0,1.0,1.0,1.0,526.756380655598,151.617731157155,1.0,1.0,597.064302737592,1.0,1.0,384.454804086599,1.0,1.0,1130.0929856831,1.0,539.274722684706,615.769641306318,98.7739915935556,1.0,34.4034731088165,1857.4697221074,1.0,1.0,1.0,1595.10459411546,1.0,1.0,6579.89211354217,1.0,1.0,1.0,85.0253974067782,7.0642078790822005
CST3,1209.92999373812,1.0,266.71348364539,1.0,1.0,1.0,677.745426965181,527.86989064089,10522.3850386891,1584.46668267911,1065.76306825455,486.487176505032,949.264711089176,1395.65142947178,1292.59186726762,939.860157712596,1.0,265.955354818249,579.331384677717,937.435220048487,547.916889824414,11337.9617628809,1.0,2655.14453721111,1249.82136753057,208.646766406627,299.983589655342,1734.81283228321,4451.16101001632,505.668076616797,396.069305256496,1.0,375.624403712693,469.863851352125,773.225016134873,565.795164983415,1144.25201271397,325.162128719005,470.911446037538,1.0,1.0,1185.25145897689,7.054358379856388
PTPRC,1.0,1.0,1.0,965.846924734767,973.300610605015,647.528238930317,1.0,1.0,474.988746214652,1.0,1.0,1.0,1.0,1.0,1.0,206.552524320056,548.808074372986,1.0,1.0,1.0,1.0,321.147296868825,659.141824171681,1.0,1.0,1.0,1.0,1.0,535.855020794682,1.0,1.0,1034.03282201031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1051.09225230635,980.086266756721,1.0,6.995602870943671
MT1E,818.429801620134,1.0,481.380854824225,1.0,1.0,119.743012477794,1.0,636.10982790928,1.0,505.463381408188,922.322491644821,1006.61149475613,1461.66324236853,98.7876318138366,197.677701641834,1.0,1.0,1.0,55.4778533360299,1.0,1.0,1.0,1.0,1.0,146.113535385999,1.0,116.462435824419,421.578878717773,1.0,65.6345847663836,1.0,1.0,1.0,1.0,164.256443576485,1.0,1013.2701143191,174.292687073597,1011.84965751736,1.0,1.0,1.0,6.994631181583027
SELENOP,1067.78382875906,1.0,198.962990500052,1.0,1.0,1.0,256.371160792865,229.635634752228,272.301473572952,206.721611137426,785.613173223229,170.886119611292,1.0,467.350453307429,261.039808288932,1.0,1.0,170.095662632286,77.6978455270839,572.601075936822,730.02805526713,5491.25108269648,1.0,613.494858587178,1.0,486.765879646879,209.131512276652,2573.76421420127,1.0,1.0,768.6782590677,1.0,1.0,197.766676914379,356.500050766008,55.2171644897242,119.034326915906,87.4382755411236,1.0,1.0,1.0,239.877964561702,6.9912251810779225
FXYD3,1521.58665473302,1.0,923.614861261334,1.0,1.0,1.0,1.0,582.14980640724,1.0,1177.40282200566,492.954854752936,289.647510412701,1.0,1.0,87.1850873471545,1.0,1.0,1.0,782.27066092034,1.0,1.0,1.0,1.0,1.0,132.605077810252,1.0,1.0,602.603612854163,1.0,1.0,1.0,1.0,1.0,57.860205304105,1.0,738.40990794282,955.172513037734,1.0,367.119431589902,1.0,1.0,1.0,6.958922652477676
RBP1,1.0,1.0,1.0,1.0,1.0,1.0,442.882426432315,116.818803308878,1.0,398.333667463914,281.746170547082,79.4375819846065,1.0,523.777019371778,720.816598756282,1.0,1.0,896.592382601562,34.4627530746034,619.242953862466,597.918705307314,1.0,1.0,1.0,1.0,555.80852679836,147.515637707594,103.708226114157,1.0,203.837157737582,410.986489278567,1.0,1223.90150791057,831.245005406151,275.725821417522,1.0,1.0,331.449090678133,1.0,1.0,1.0,92.3720657269184,6.884426900253899
TPM2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,505.720385353973,183.155188923552,1.0,1.0,562.346675904721,1.0,1.0,590.464156577136,1.0,1.0,1.0,1.0,498.489934411037,622.29455895581,1.0,1.0,348.932998781738,1571.85288414794,1.0,147.300865003244,211.010997623965,1169.79026464733,1.0,1.0,4414.80929534103,1.0,1.0,1.0,1.0,6.865228033012849
TUBA1A,1.0,1.0,42.9717265132513,194.662583077203,187.002653119822,247.967679641008,834.222687988152,1.0,248.584920724457,717.994542075555,1.0,1.0,174.163066553488,826.724101359594,1800.38544358338,1697.92836105103,213.289333573029,1170.75808721868,1.0,580.527691431375,509.476554145188,178.514798890618,241.094141376482,1.0,797.437645304885,765.709877044163,675.302727145931,1.0,192.162062609819,779.078648271102,657.810496201257,198.37088770669,9083.77812207099,2273.42482752417,888.029615867257,1.0,1.0,1064.55942700926,1.0,201.108969939678,293.542510540786,398.325763132151,6.79148655380736
APOA1,7938.59746223107,1.0,1.0,1.0,1.0,1.0,1.0,1356.01150022784,1.0,948.519015911107,7987.72470691576,433.410475167559,1.0,1.0,54.5771442170439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8336.84031583337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.740541430948845
BEX3,1.0,1.0,172.806998715883,1.0,1.0,1.0,431.061764403399,202.434739782035,1.0,567.882672517808,446.368660697599,212.651292599821,108.272541083581,797.451876927945,875.469698745592,1.0,1.0,1370.62310126247,66.6787922683622,363.431971009189,735.032087918632,1.0,1.0,299.32935946599,139.600037967998,1188.26846757592,1113.04567013581,56.8282143556862,1.0,445.944797989374,1053.44327404328,1.0,1186.87058931186,788.304527177198,657.250020758098,90.9737258912169,111.761729377849,797.986189596183,68.2129620422252,1.0,1.0,249.967259616366,6.740279205861863
COL6A2,1.0,1.0,1.0,1.0,1.0,1.0,329.727483502699,1.0,1.0,1.0,1.0,1.0,1.0,1363.73972273499,156.24609423704,1.0,1.0,648.423618815192,1.0,288.42592524384,918.762259206401,1.0,1.0,1.0,116.041801158887,774.958203095811,257.872940091243,1.0,1.0,406.901304531505,936.416247730997,1.0,1.0,1.0,947.789466754914,1.0,1.0,414.704875479152,1.0,1.0,1.0,137.390610191586,6.728858923578888
CD9,366.562335193368,1.0,974.661325123231,1.0,1.0,1.0,229.489941444642,385.627963920291,119.838096605074,72.136210590264,139.714069932651,302.251803631058,1.0,291.679719908258,1324.62262419292,1484.94229977551,1.0,75.4454571043248,949.057170154083,1844.90580766357,1.0,1.0,1.0,857.015852100857,714.587236032916,1.0,168.884495303909,291.396618118553,1.0,229.974267626654,207.767686310197,1.0,703.388529137347,576.593595363704,229.601517620567,494.93709185939,272.356578581331,226.823053575562,419.390474420535,1.0,1.0,797.643824824466,6.728732929482003
CD37,1.0,60.1391654013627,1.0,492.356118379443,425.008349027557,301.294753596371,1.0,1.0,293.543575579073,1.0,1.0,1.0,1.0,1.0,1.0,468.444102044211,2732.78316265768,1.0,1.0,1.0,1.0,140.152913074586,2006.35394247842,1.0,1.0,1.0,1.0,1.0,381.808249848119,1.0,1.0,474.709949592909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,575.780274865911,460.981902723403,1.0,6.6183458149912
