gene,Absorptive,B_plasma,Basal,Conventional_CD4,Conventional_CD8,Cycling_T/NK,Cycling_endothelia,Cycling_epithelia,DC,Enteroendocrine,Epithelial_progenitor,Epithelial_stem,Erythrocyte,Fibroblast,Glia,Granulocyte,Immature_B,Intestinal_Cajal_cell,Keratinocyte,Lymphatic_endothelia,Lymphoid_stromal_cell,Macrophage,Mature_B,Megakaryocyte/platelet,Melanocyte,Mesoderm,Mesothelium,Microfold,Monocyte,Myoblast/myocyte,Myofibroblast,NK,Neuron,Neuron_progenitor,Pericyte,Salivary/Submucosal_glands,Secretory,Smooth_muscle,Transit_amplifying,Treg,Unconventional_T/ILC,Vascular_endothelia,signature_variance
AMN,539.164246470783,1.0,1.0,1.0,1.0,1.0,1.0,87.0584124549691,1.0,1.0,337.264996246898,168.07833166036,1.0,1.0,1.0,1.0,1.0,1.0,31.3812876900367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,727.002508077822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,112.652073789947,1.0,177.798736173023,1.0,1.0,1.0,3.404393017386816
OPTN,101.933625007284,1.0,52.5867099203291,1.0,1.0,95.4112529122592,77.6423594972752,26.3010862553784,1.0,68.0059756028092,32.0649214214261,1.0,81.3253183797671,55.818391537057,1.0,1.0,1.0,1.0,37.8455219163349,159.087243767908,87.5667272362279,1.0,1.0,1.0,177.891890164589,1.0,51.4036500951455,122.646506138585,1.0,1.0,1.0,91.5064759599594,123.941760897628,1.0,103.090578280271,1.0,52.0657689631998,64.454067297118,29.5338838209533,86.7975086785732,69.3592457399843,101.503951830094,3.3992747552147735
MGAT1,1.0,56.9032014469923,45.2269481210699,1.0,1.0,63.3507198738173,133.332096023771,36.8460552726827,150.089636231905,53.7218272031202,40.0341227187826,1.0,1.0,96.2883670141502,1.0,1.0,1.0,64.809863842832,39.3398083871168,141.420805699614,59.3876052399934,248.240841213475,1.0,100.44311815533,57.7378104043121,1.0,49.5946802340453,49.7867973664041,225.881519516855,74.355870668791,1.0,67.4466350328323,1.0,1.0,60.4819114613302,53.1616866349979,1.0,1.0,1.0,101.252576458098,102.274460273977,131.188161558738,3.398766022429786
PECAM1,1.0,1.0,1.0,1.0,1.0,1.0,775.875552678642,1.0,57.2387905450518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,525.345535630573,1.0,76.7683038466137,1.0,100.44311815533,1.0,1.0,1.0,1.0,149.739537546826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1090.51986882151,3.3920067052357097
TMEM243,1.0,87.9834350326088,1.0,183.376095906989,98.375231505937,73.4397618110919,68.8805667951372,27.5569648497227,64.7497628268762,1.0,42.0301815804332,46.9390051287528,1.0,67.2137774466838,62.4135728276795,1.0,245.674496344093,1.0,1.0,1.0,65.6265071254055,59.3471874444172,253.651148267989,1.0,1.0,83.4910759424794,35.7452841637773,41.7250497546551,1.0,1.0,62.36848312606,90.6879109607509,1.0,33.7886214769185,1.0,36.6290701577383,1.0,1.0,1.0,132.192192336446,143.215385629786,51.7772271466851,3.3914683489463173
TES,51.5040828148082,1.0,1.0,1.0,78.4162934054925,74.5851357706989,94.3392176700852,46.2273999612098,89.7758969872757,49.5092072236384,66.521913598107,36.4532052291752,1.0,1.0,1.0,1.0,76.1828689627505,1.0,1.0,1.0,1.0,1.0,1.0,95.5715929931908,62.0862684100521,1.0,57.1819016804479,82.0451305214329,82.1936124309878,1.0,1.0,117.169498149541,1.0,1.0,99.2743028409982,1.0,73.8497503703464,116.559914520904,57.5263503326198,1.0,1.0,98.0242440699693,3.389550172291648
SKAP2,41.6056587859747,1.0,1.0,1.0,1.0,1.0,58.1786375580844,1.0,87.1119216561367,1.0,24.9294836628835,29.6807630953809,1.0,1.0,75.3910391668642,1.0,113.716770405795,1.0,22.6914579580268,113.066166841733,1.0,108.298812831763,133.079295916577,205.164967862393,1.0,1.0,28.9243816953658,73.1247210498385,99.7014830110623,1.0,1.0,105.798305512911,95.934461332779,59.5226720610728,1.0,1.0,1.0,53.0239947659248,1.0,1.0,88.4414374653499,54.2861697257192,3.3883902133434285
FAM3D,200.920233772878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116.814327121969,1.0,1.0,1.0,1.0,1.0,1.0,179.501700591293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114.427450958113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1047.04867798098,456.570225251557,1.0,230.364707743031,1.0,1.0,1.0,3.3875993925051016
GAS6,40.1365126362298,1.0,53.9086973118963,1.0,1.0,1.0,69.2237609016795,30.3951617582941,50.5406162745187,1.0,50.6099788820729,68.2598719105498,1.0,101.273358725309,1.0,1.0,1.0,1.0,1.0,166.037813170354,1.0,170.55798861958,1.0,1.0,123.810222357894,1.0,195.109501201962,49.2783755597114,1.0,1.0,1.0,1.0,1.0,1.0,88.8877149985788,1.0,1.0,1.0,84.2152936575902,1.0,1.0,102.50031059925,3.386060638598567
ISOC1,1.0,1.0,65.8182600915103,1.0,1.0,1.0,1.0,37.6534904174227,1.0,1.0,43.3561810458182,1.0,1.0,66.9198556822023,1.0,1.0,1.0,228.380978067527,1.0,1.0,156.108884070094,1.0,1.0,190.143185986382,1.0,140.324048968212,66.8703515627975,46.9346133852362,1.0,35.7318124832545,146.331683943094,1.0,104.150770172804,1.0,65.9259593435572,1.0,1.0,62.8044263208683,1.0,1.0,1.0,1.0,3.3839823446118893
HSPA6,1.0,1.0,1.0,1.0,1.0,1.0,256.196653965717,1.0,210.512842675068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245.654079520779,1.0,1.0,1.0,329.884344109993,1.0,1.0,1.0,1.0,144.568433929792,1.0,204.713874092707,1.0,1.0,560.226514019712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3828783101118307
B4GALT1,38.2863445786308,1.0,1.0,1.0,77.6136471355324,57.3990972910629,49.7034731440288,46.8837466971271,76.3280649819785,1.0,45.0671145287823,1.0,1.0,76.9052333091126,1.0,1.0,144.189587884537,1.0,34.8140031681858,77.158581198766,1.0,95.6605507206927,124.049427349818,1.0,1.0,1.0,1.0,64.3027996643932,74.8598480773789,1.0,1.0,112.323977612362,1.0,1.0,1.0,59.5536342589026,164.250516015949,1.0,1.0,1.0,1.0,90.7120719381729,3.3828551070235804
KAT6B,1.0,1.0,1.0,83.1545783062318,1.0,48.2797927123775,1.0,1.0,1.0,77.2124798663225,48.4369607255437,1.0,1.0,84.95583197989,72.5772601713808,1.0,1.0,67.9476306002384,1.0,68.9387897146328,73.5879256345358,1.0,1.0,95.5715929931908,1.0,102.228166931933,53.7315573837207,1.0,1.0,31.4612010705916,98.733999024738,118.631227786879,70.7904167379128,71.5809679330983,113.936220417062,50.0280595925963,1.0,65.8364298185557,1.0,1.0,103.208885540372,1.0,3.3827814853614866
FGFR1,1.0,1.0,1.0,1.0,1.0,1.0,89.3705194882709,1.0,1.0,1.0,1.0,1.0,1.0,174.410255522233,1.0,1.0,1.0,235.515748451772,1.0,122.253040311688,79.6131810470876,1.0,1.0,1.0,1.0,114.733158137224,43.5296544365785,1.0,1.0,186.47656089743,131.234098230982,1.0,55.7006072108528,1.0,57.8171084318865,1.0,1.0,80.7914736729294,1.0,1.0,1.0,50.2717773798947,3.3796201044545557
WWTR1,1.0,1.0,49.2136156377977,1.0,1.0,1.0,112.246301983418,1.0,1.0,1.0,1.0,1.0,1.0,86.8547303737122,138.959120338586,1.0,1.0,43.7611437534648,1.0,268.037003686414,63.3537771126539,1.0,1.0,1.0,1.0,88.2096970745528,31.7957730051211,1.0,1.0,1.0,102.333084770624,1.0,1.0,91.1162435053359,72.8112523058182,1.0,1.0,75.1598442892518,1.0,1.0,1.0,220.635176344566,3.3794191159053
GABARAPL1,1.0,1.0,47.9481807369367,1.0,146.575122967403,1.0,51.533172353662,1.0,47.2120801182879,55.520201227808,1.0,1.0,58.3569095297078,62.6884270136262,1.0,1.0,1.0,46.2080876486002,1.0,94.0501761956147,1.0,1.0,1.0,1.0,59.8757471932544,1.0,127.075985816598,1.0,126.063990965988,1.0,57.9898377588127,134.69402520827,87.4012647021377,1.0,71.9286644439166,43.1333858690456,1.0,1.0,1.0,1.0,124.380659822161,61.848038762117,3.377568787313631
TMEM173,1.0,1.0,1.0,78.1755956072314,1.0,1.0,145.56711652052,1.0,65.0201813198671,1.0,1.0,1.0,1.0,115.964311889229,1.0,1.0,1.0,80.3495033240329,1.0,153.372094953983,184.164043353392,78.6996536188598,1.0,1.0,1.0,1.0,32.6279073813743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,118.582814721866,1.0,1.0,1.0,1.0,165.329858317518,1.0,191.682737648816,3.375216752936012
RBM47,149.606405522586,1.0,1.0,1.0,1.0,1.0,1.0,63.3262093904822,57.3243620349789,112.029564785663,91.3292667308382,59.0875004569068,1.0,1.0,1.0,1.0,1.0,1.0,73.3130057216945,1.0,1.0,114.98270736048,1.0,1.0,1.0,1.0,1.0,165.964649975952,107.00730659533,1.0,1.0,1.0,1.0,1.0,1.0,98.7486346968568,129.942942410221,1.0,127.000103356417,1.0,1.0,1.0,3.3749004369805675
RNF19A,27.9995973361209,1.0,1.0,157.945209538449,139.980669895152,164.655775481684,74.1612599767132,1.0,1.0,1.0,29.624360983749,1.0,1.0,1.0,1.0,1.0,72.3296992542225,1.0,1.0,55.6958220855356,1.0,1.0,87.292885770978,1.0,53.3192829561046,1.0,1.0,53.0068456154265,1.0,1.0,1.0,78.6211577309307,51.9111780312763,1.0,1.0,1.0,1.0,51.6722255647292,1.0,134.719389139123,121.986534056389,92.7570854198633,3.373976057588856
G0S2,109.976951409656,1.0,98.5091114744796,1.0,1.0,1.0,1.0,1.0,498.582740429691,1.0,87.1896328398489,40.6006982561756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84.3492218554542,1.0,1.0,1.0,1.0,1.0,1.0,298.114428786957,1518.81921904717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.373391589093778
SMARCA2,1.0,1.0,50.2175522527518,1.0,124.850160107808,75.4063451215124,87.5352860641848,1.0,68.4698292198132,91.6249495606041,1.0,1.0,1.0,91.2923481193761,1.0,1.0,66.5766561527884,49.2046063293429,1.0,117.91528810269,62.1697443562435,1.0,1.0,1.0,83.1774079807286,90.7705745558251,62.0707697792332,43.1616690065086,61.273415769376,41.8682956130415,97.5478118327243,110.498088571939,1.0,1.0,57.0208220002783,53.5795852874171,1.0,1.0,1.0,79.6986657096184,104.709761835944,113.146934358807,3.371607132258254
SMIM14,43.7809632164731,1.0,41.9787086172292,1.0,1.0,1.0,66.0020192106404,23.7886595270865,75.9805915366232,109.669295962751,46.2969923389541,30.3529961611017,1.0,87.0605219606141,75.6170892629354,1.0,356.185985626008,77.934574920412,84.3666457175564,54.707821822822,85.8076779414871,1.0,508.949409692705,1.0,1.0,68.6335390474046,31.9715413785093,38.4079423398515,72.5083235334165,1.0,75.4962981621655,1.0,96.638324317261,1.0,47.559525928684,144.236777455281,192.802300238578,1.0,34.6069549467945,1.0,1.0,73.4595284723964,3.3694461379108036
TACSTD2,1.0,1.0,628.968160966499,1.0,1.0,1.0,1.0,454.530538214234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2040.94093413138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,504.757070410118,92.2550326909722,1.0,1.0,1.0,1.0,1.0,3.364689776049224
ZNF503,1.0,1.0,1.0,1.0,1.0,1.0,63.1342841213898,43.1516224375893,1.0,1.0,1.0,1.0,1.0,198.800827659903,62.7873675406139,1.0,1.0,136.882639652441,1.0,1.0,116.43824764175,1.0,1.0,1.0,1.0,182.610919683253,129.497251394867,1.0,1.0,1.0,235.047353593022,1.0,1.0,1.0,137.130494734365,1.0,1.0,136.951846467743,1.0,1.0,1.0,1.0,3.362471834605762
CYBC1,1.0,1.0,1.0,74.1686410698991,84.700271060109,142.220096021093,52.4866954196622,1.0,59.1559008651295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114.533202938876,1.0,1.0,1.0,54.3194251169309,94.8801783700677,137.597553561878,95.5715929931908,1.0,1.0,29.2280100211039,1.0,64.6957765467264,34.3053124665544,1.0,120.728941821782,43.5015112919163,1.0,1.0,1.0,1.0,1.0,1.0,96.7028047143634,99.9480360046171,48.5381550396827,3.3615016125739814
FMNL1,1.0,1.0,1.0,118.677258417063,97.5233175605732,121.618684189371,1.0,1.0,128.492881056708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,124.951537289609,1.0,1.0,1.0,1.0,73.3746248003705,82.1903984064192,1.0,1.0,1.0,1.0,1.0,146.838135424911,1.0,1.0,170.947870754544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.58833866143,164.773337214228,1.0,3.3604117595763077
APBB1IP,1.0,1.0,1.0,141.841793621139,124.206248509858,117.071644907044,1.0,1.0,72.7189663921421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,137.291504703816,1.0,1.0,1.0,1.0,58.1489527277642,139.324261687465,1.0,1.0,1.0,1.0,1.0,115.590905991709,1.0,1.0,159.553275785196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136.379560326543,177.092924585305,1.0,3.3600742723273007
C1QB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1091.03045552807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4873.59777475483,1.0,205.164967862393,1.0,1.0,1.0,1.0,461.089967099356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.359323791861839
TPP1,47.0825345498781,1.0,1.0,1.0,1.0,63.1042858727386,38.8359777638353,32.8129078156452,168.286392955522,1.0,49.5328492339472,38.0351124607672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.1912970499697,1.0,309.710053799623,69.5861229163365,1.0,178.210891985965,1.0,28.1244667654644,99.4699749670893,219.535105995658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.7579213156313,1.0,61.8341580450917,3.3591624566547087
CHD3,1.0,1.0,1.0,107.0506959565,1.0,48.6375120158682,82.7748688257761,22.2413013965705,1.0,1.0,28.8006703257548,1.0,1.0,85.4855093386532,1.0,1.0,1.0,94.7362866132153,1.0,1.0,60.3799557231654,1.0,1.0,1.0,1.0,98.0875090913623,92.8010940036063,1.0,1.0,1.0,127.769298134502,89.0196899424678,166.448898689983,44.6009439744378,54.9054823971845,41.7175358239218,1.0,96.0679713420134,1.0,109.566830152203,1.0,1.0,3.355041302883072
FAM114A1,1.0,1.0,1.0,1.0,1.0,1.0,63.3129899534249,1.0,1.0,1.0,42.9012394277968,1.0,1.0,143.87998353127,65.8746299801721,1.0,1.0,77.1227661967586,41.2320456909086,85.0811877486425,124.251566980181,1.0,1.0,1.0,109.686372633035,84.1474745930093,47.8587123832134,37.216202606299,1.0,27.8911857631755,186.875353484419,1.0,1.0,1.0,61.4919045210452,112.665648201112,1.0,95.0979861202268,1.0,1.0,1.0,55.7704250023829,3.3542916570927015
TAP1,1.0,1.0,1.0,109.707845725503,131.724845506936,157.262417101882,35.7657196659923,1.0,86.3627805756888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.8875916081885,1.0,88.156176736868,1.0,1.0,1.0,1.0,39.5388962815855,74.6396101056082,1.0,1.0,163.489000839388,1.0,1.0,1.0,1.0,1.0,1.0,46.1681112190942,137.883997151075,142.735940019856,77.1358055303992,3.352567045849821
TPGS2,1.0,1.0,54.4106320963557,1.0,1.0,93.4396389675141,79.5314793371032,75.4222838713612,1.0,1.0,55.8338403233666,31.9114049572926,42.7387462631822,78.3778794878006,79.6336125209615,1.0,1.0,90.8151156375406,35.8316432483635,92.9989614340717,82.7423282976256,1.0,1.0,1.0,1.0,74.9625079200473,80.938579650157,1.0,1.0,51.4606832383672,1.0,1.0,179.84808073405,119.159337171643,79.3502242982057,1.0,1.0,75.2191150660829,42.4761520904939,1.0,1.0,1.0,3.3515451443181528
MAP4K4,1.0,1.0,1.0,1.0,1.0,1.0,122.594520472953,1.0,1.0,1.0,1.0,1.0,1.0,82.4696062282366,124.935452464351,1.0,106.183723896144,1.0,33.1902892236284,60.8138879946554,1.0,1.0,70.5918817570094,1.0,91.7919230326637,71.4189305708587,35.9233649231984,1.0,57.6530624112583,1.0,1.0,1.0,140.683847910496,152.923530947722,103.395962856207,1.0,1.0,46.7830022996021,1.0,1.0,1.0,72.7012812791759,3.3480972048994198
HNMT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.6700590576723,79.6905226520154,1.0,85.1522872416154,61.4986458616614,1.0,84.3188549399069,1.0,1.0,1.0,73.7367845409454,1.0,1.0,125.559896779361,185.965446839198,1.0,1.0,132.633027202323,51.3184124252429,1.0,28.7856433599381,120.621149589768,1.0,78.7068421307842,1.0,1.0,1.0,138.661193628482,38.0129050882813,1.0,57.1189947710276,49.4834885591685,1.0,1.0,1.0,3.34787599374436
UBE2F,1.0,1.0,1.0,1.0,1.0,1.0,107.19064323676,35.8479316321413,77.7059758134786,64.3841595713097,1.0,1.0,67.075014331361,1.0,55.1415897992922,1.0,1.0,102.549859564689,51.3863945399853,1.0,1.0,63.0260580878394,1.0,708.066451580369,1.0,61.9596229339249,45.5787617189694,43.2810382640226,71.2139581372867,1.0,1.0,93.5840481135997,63.4822689088205,34.1068900244601,1.0,26.3248068196807,1.0,43.7892865725496,1.0,1.0,1.0,65.180189770135,3.347680275256298
PLEC,148.782508331825,1.0,67.1529672043703,1.0,1.0,1.0,111.914644459151,63.0431433217586,1.0,1.0,1.0,1.0,1.0,1.0,54.5374734732576,1.0,1.0,1.0,36.9927528324401,134.3831011226,1.0,1.0,1.0,1.0,89.2014703613745,1.0,44.4887303901283,192.20741457867,78.5653666022891,53.9921629473671,1.0,1.0,1.0,1.0,51.0007494230326,27.4605111911843,94.6291056936222,1.0,45.9654342521944,1.0,1.0,142.974771927649,3.34760994368375
SHFL,1.0,1.0,1.0,102.054440136466,107.28432982721,69.7351440416908,42.3428721546902,1.0,1.0,1.0,38.2045761148901,1.0,1.0,49.3140072702473,65.0944686277957,1.0,1.0,66.2097248592764,1.0,54.6626500905239,82.6520588969052,1.0,84.8866559872465,1.0,1.0,76.8224115497056,1.0,1.0,1.0,1.0,94.05415395901,120.78826211588,1.0,1.0,84.7235866603831,1.0,1.0,1.0,1.0,54.553101555324,115.237118458551,97.7053231358901,3.347220936031111
FCMR,1.0,1.0,1.0,170.39082275528,99.5570902782703,132.444992729423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,634.481802519495,1.0,1.0,1.0,1.0,1.0,281.774492330906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,155.408973431587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,272.755562592715,96.6739937252464,1.0,3.346376005465672
NT5C3A,58.1995950803745,1.0,1.0,67.99177247827,1.0,47.7209259211589,69.723457417193,39.4197640597798,1.0,132.910863855284,51.1019044352446,57.6133096639392,1.0,45.8921624398809,65.9594287611308,1.0,180.299128735574,1.0,1.0,56.0319433981082,1.0,1.0,90.5316578517614,667.872656114475,1.0,49.5241150893933,45.6916595557684,49.8480032224949,1.0,35.8445867248811,1.0,1.0,53.7973090945203,76.0292076048053,1.0,1.0,53.9444592252362,1.0,43.8691093022265,1.0,1.0,53.3821850434466,3.345940874101605
DMBT1,116.462988335697,1.0,1.0,1.0,1.0,1.0,1.0,185.480550704838,1.0,1.0,166.641382698996,322.934244194949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,109.793410103042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,802.36984730591,1.0,1.0,444.194479539694,1.0,1.0,1.0,3.3451316428289624
BGN,1.0,1.0,1.0,1.0,1.0,1.0,126.131585544104,1.0,1.0,1.0,1.0,1.0,1.0,226.757133232754,89.6625605537421,1.0,1.0,1.0,1.0,1.0,194.50239589011,1.0,1.0,1.0,1.0,80.4201160365413,1.0,1.0,1.0,47.0789060518757,75.8318268245908,1.0,1.0,1.0,1072.065198873,1.0,1.0,189.512848622459,1.0,1.0,1.0,1.0,3.3425805040133056
DDAH2,82.7366816136161,1.0,58.3060230181293,1.0,1.0,1.0,292.757134629406,81.3617128499193,100.66768790523,134.79948178438,161.786994168348,71.0871285220633,1.0,236.18031340081,211.473890132842,244.059382436082,88.0680143061587,208.799018235207,39.8816466449315,193.810321837687,219.557940812545,98.6845432435726,75.8328123437296,757.572733945527,83.4295104582098,270.940602852548,274.049504811334,86.1497357068579,74.58426288943,350.298676580481,273.96506389612,1.0,456.718274602047,325.630523904436,282.846946203886,69.8706684325805,44.2007839629791,198.05137699466,57.9245542569354,1.0,1.0,210.675338383517,3.3425001844839444
IDH1,87.2462734691133,1.0,1.0,1.0,1.0,1.0,32.9783998057423,105.133156003152,1.0,207.742584004625,180.61866746004,78.6845373010744,1.0,1.0,55.3761827509316,1.0,1.0,65.103019513976,52.1380478294781,1.0,1.0,92.3023959643663,1.0,1.0,1.0,43.4482637604532,46.0088912152703,56.1029304743229,1.0,32.1372351843302,1.0,1.0,81.5195618891109,36.9494268141552,1.0,55.9545172532023,109.554802744266,1.0,97.2470901099805,1.0,1.0,1.0,3.3419737318016725
MYO1C,46.3385230054689,1.0,1.0,1.0,1.0,1.0,109.057813938759,32.5564211930634,1.0,1.0,1.0,32.4262056516506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.7250624760908,50.8472508061889,1.0,1.0,205.164967862393,145.006275655667,1.0,44.0551351523729,59.0122643302716,1.0,35.554129240077,65.3581718498149,1.0,1.0,1.0,110.769345624558,56.1066332526599,103.022278956937,88.3494414729693,61.9087103191566,1.0,1.0,142.306099135827,3.3415522995034053
TRIP6,1.0,1.0,104.389992882722,1.0,1.0,1.0,1.0,54.2717742104079,1.0,1.0,38.3053577442683,44.4605998100852,1.0,70.4824644016719,82.1718709573711,1.0,1.0,86.3790264029287,28.0761200057521,55.8601507664935,87.5694017640633,1.0,1.0,1.0,88.7567004269154,80.6921583027684,122.471163708269,1.0,1.0,80.9912351250577,131.090284500198,1.0,1.0,77.6642165545785,88.0780472574646,28.1456424191298,1.0,113.855542893611,1.0,1.0,1.0,1.0,3.3403286164378723
TMX4,1.0,1.0,1.0,74.3450559262322,1.0,70.4593748479135,75.1230737897006,1.0,1.0,98.7397211896716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0387361350508,1.0,79.8008950660018,1.0,1.0,68.1766023742872,1.0,143.22910925087,1.0,73.8518667717131,1.0,1.0,1.0,1.0,103.667285839437,121.606483535571,69.3141022142375,1.0,77.821794847059,1.0,1.0,1.0,76.1184184260125,109.946004261147,48.283348317346,3.3380701213023047
ABI3,1.0,1.0,1.0,1.0,144.546506268257,100.604691432391,138.888995074588,1.0,118.207738733246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.1697927446902,1.0,125.793783533471,71.6802824825493,1.0,1.0,1.0,1.0,1.0,131.782794256055,1.0,1.0,152.934496637433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,174.84197377012,132.371458503546,3.337770524952752
SLA,1.0,1.0,1.0,194.129138455525,199.538823922476,128.886535151444,1.0,1.0,65.2336660836018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,105.395029132901,1.0,1.0,1.0,1.0,1.0,1.0,103.554615679494,1.0,1.0,245.108992627607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,265.332236532244,244.557439521758,1.0,3.3358822418647165
F2R,1.0,1.0,1.0,1.0,1.0,1.0,128.857239164617,1.0,1.0,1.0,33.277416124157,1.0,1.0,291.088706502172,1.0,1.0,1.0,43.7832204793349,1.0,51.4728386600922,69.0796043841448,1.0,1.0,568.429537959145,1.0,111.391307273767,1.0,1.0,1.0,1.0,152.737564680489,1.0,1.0,1.0,151.007840065107,1.0,1.0,1.0,1.0,1.0,1.0,76.4809801188276,3.329201851948185
HTRA1,1.0,1.0,1.0,1.0,1.0,1.0,155.084979970382,1.0,1.0,1.0,1.0,1.0,1.0,143.040179454991,102.074655172825,1.0,1.0,99.7710335501159,1.0,172.440924274313,78.6463858657395,1.0,1.0,1.0,1.0,65.208548748239,235.855379837604,1.0,1.0,1.0,100.336856280888,1.0,1.0,1.0,101.091700977778,1.0,1.0,1.0,1.0,1.0,1.0,118.684864177048,3.3268969491085763
LYN,1.0,1.0,1.0,1.0,1.0,1.0,78.3886813984143,1.0,115.323424584042,1.0,1.0,1.0,1.0,1.0,1.0,81.007818030011,227.86954872706,1.0,1.0,149.537146263822,1.0,157.152746709015,231.12824357874,100.44311815533,1.0,1.0,1.0,1.0,208.864462329145,1.0,1.0,92.2414186223885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3266820061241877
ARMCX3,1.0,58.1922062777128,1.0,1.0,1.0,50.6386448355118,74.6399440169296,30.0819457826617,62.7939492173698,121.306295558108,117.463149006911,36.7852573342945,1.0,104.142175269669,136.344150498037,174.056518540145,1.0,157.358146988798,1.0,138.02362042854,95.8381862721071,64.9510193320797,1.0,1.0,128.127797108525,122.838080759282,89.0067613329781,41.8383347880006,1.0,76.5493454260682,146.412616470726,64.9091461891608,191.482433500889,80.9009067221304,121.772642979243,81.2707578369684,1.0,117.217445637131,1.0,1.0,70.9868950306735,98.2257182607387,3.326326643154771
CD36,1.0,1.0,1.0,1.0,1.0,1.0,528.722399497813,1.0,78.1083503234901,1.0,1.0,1.0,57.0887058780913,1.0,1.0,1.0,1.0,1.0,1.0,239.02797913097,1.0,439.413778629706,1.0,1.0,1.0,1.0,1.0,1.0,217.077231390192,1.0,1.0,1.0,1.0,1.0,182.600266700963,1.0,1.0,1.0,1.0,1.0,1.0,121.217188153429,3.3242351787693996
PTPN7,1.0,1.0,1.0,199.622470823741,190.999351371916,204.192481057998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.3886946497386,103.09464229536,1.0,1.0,1.0,1.0,1.0,122.529441060699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,201.750518860379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.952920901662,230.214951731704,1.0,3.323712801008801
CD3G,1.0,1.0,1.0,381.75671595887,461.771304736997,380.694884905041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,94.2777834287822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,374.466345531609,546.386221247273,1.0,3.32362368942404
CDH1,154.455511706136,1.0,1.0,1.0,1.0,1.0,1.0,94.8043279760942,1.0,107.248137724616,163.612284738897,91.4921611997816,1.0,1.0,1.0,1.0,1.0,1.0,80.0810765646626,1.0,1.0,1.0,1.0,1.0,252.09953022216,1.0,33.3558367086567,116.736174637384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.6365377322196,147.694281462877,1.0,78.845927816072,1.0,1.0,1.0,3.3226427210655527
