donor_id,status,annotation2v2,fraction,n_cells,bile_acid_transport_mean,ecm_remodeling_mean,epithelial_repair_mean,fatty_acid_metabolism_mean,glycolysis_mean,hypoxia_mean,inflammation_mean,oxidative_phosphorylation_mean,retinoid_vitamin_a_mean,epithelial_bile_urea_transport_mean,fibrotic_amino_acid_transport_mean
100397,F,Arterial endothelium,imu,14,0.002311083,0.1769056,0.04596566,0.07452671,0.22495253,0.16653354,0.12364105,0.27474836,0.0128891105,0.0083174165,0.04331421
100397,F,B cells,epi,3,0.0,0.009461075,0.119574584,0.058499936,0.09072947,0.0,0.06738458,0.20530058,0.0,0.0,0.04649057
100397,F,B cells,imu,86,0.0,0.008533272,0.029178264,0.033403557,0.09180879,0.058193196,0.071958706,0.121875696,0.004662292,0.00079177675,0.020505784
100397,F,CCR7hi CD4 T cells,epi,5,0.0,0.007613232,0.12786965,0.0,0.09235114,0.02451958,0.024342488,0.043600645,0.022129536,0.0,0.0
100397,F,CCR7hi CD4 T cells,imu,91,0.000942556,0.0019681922,0.005507373,0.014247002,0.015122191,0.030299181,0.0479508,0.019520095,0.0027082206,0.0034251446,0.03984538
100397,F,CD4 T cells,imu,41,0.0037664226,0.008138683,0.0017619347,0.016998686,0.040227268,0.042620916,0.12547563,0.050573647,0.004084227,0.014595027,0.05209104
100397,F,CD63+CD81+ macrophage,epi,1,0.02427694,0.03206858,0.01213847,0.09891673,0.30717734,0.16858996,0.02512998,0.35832027,0.01213847,0.022253862,0.15702327
100397,F,CD63+CD81+ macrophage,imu,2,0.009761461,0.06413248,0.0,0.047077116,0.19274461,0.20087029,0.27644137,0.3248359,0.0,0.0,0.08313602
100397,F,CD8 intraepithelial cells,epi,82,0.0058479183,0.01311007,0.22192009,0.10096987,0.1261038,0.08265716,0.05524429,0.101611905,0.003043652,0.024016581,0.03393751
100397,F,CD8 intraepithelial cells,imu,5,0.010146229,0.005290881,0.16351432,0.1387075,0.10936896,0.07825519,0.1006577,0.1819897,0.0,0.0,0.010581762
100397,F,Colonocytes-CAECAM-hi,epi,25,0.12781675,0.019679708,0.42825553,0.4315417,0.2531612,0.18596259,0.06819384,0.33212173,0.020001762,0.1493534,0.022604924
100397,F,Colonocytes-CAECAM-hi,imu,33,0.21895446,0.020249076,0.472065,0.5001896,0.2935763,0.1954429,0.041737065,0.4062497,0.016785914,0.1740346,0.030091198
100397,F,Colonocytes-LGALS4-hi,epi,564,0.07166973,0.016390603,0.59734786,0.40004387,0.32265818,0.170112,0.035624944,0.56674296,0.024775198,0.040297907,0.0047597606
100397,F,Colonocytes-LGALS4-hi,imu,114,0.0786451,0.01308688,0.5114277,0.36794987,0.28225088,0.14444639,0.029930605,0.5160946,0.024989352,0.07972714,0.01704508
100397,F,Cycling B cells,imu,4,0.019246815,0.025654882,0.043453842,0.029422961,0.3584611,0.16422567,0.06903577,0.37454522,0.0,0.0,0.033399396
100397,F,Cycling T cells,imu,2,0.0,0.0,0.13609791,0.09377213,0.10337008,0.025452627,0.09448228,0.040187757,0.0,0.0,0.15794529
100397,F,Cycling myeloid,imu,4,0.0,0.05669546,0.07481744,0.14434628,0.33622897,0.21729347,0.2319985,0.360321,0.0042505977,0.0,0.08615892
100397,F,Dendritic cell - CCR7-hi,epi,1,0.0,0.0,0.0,0.0,0.034140985,0.04779738,0.04779738,0.0,0.0,0.0,0.0
100397,F,Dendritic cell - CCR7-hi,imu,2,0.0,0.0,0.0,0.021348124,0.11243662,0.061056174,0.20089826,0.07586878,0.0,0.0,0.06262206
100397,F,Dendritic cell - cDC1,imu,4,0.0,0.029395917,0.009491734,0.038270168,0.12781316,0.07773858,0.09205431,0.10324531,0.0,0.0,0.021322822
100397,F,Dendritic cell - cDC2,epi,6,0.0,0.03294087,0.12076927,0.09089627,0.22329628,0.114866644,0.14156882,0.2473333,0.003518492,0.047964636,0.089204244
100397,F,Dendritic cell - cDC2,imu,15,0.0,0.027736578,0.026508164,0.08500397,0.21977854,0.16446766,0.13506794,0.25430903,0.01301522,0.0,0.09607839
100397,F,Enterocyte-ANPEP-hi,epi,80,0.09311794,0.009281357,0.2711957,0.49239334,0.2148927,0.19017267,0.07959913,0.25531113,0.021775434,0.31182292,0.040974624
100397,F,Enterocyte-ANPEP-hi,imu,173,0.11251917,0.0054235836,0.27431828,0.5551171,0.21516377,0.19027355,0.054385748,0.36237687,0.025358848,0.26347652,0.036967773
100397,F,Enterocyte-FABP-hi,epi,62,0.09292176,0.006863902,0.5096043,0.62594587,0.31411105,0.19790642,0.0267383,0.4901245,0.031200744,0.081987776,0.00029541666
100397,F,Enterocyte-FABP-hi,imu,43,0.07344373,0.0064944294,0.28993762,0.5953846,0.22003146,0.1912478,0.032946404,0.36830387,0.021168998,0.198635,0.029992241
100397,F,Enterocyte-mito-hi,epi,245,0.09006324,0.006129521,0.3446318,0.23068045,0.10012684,0.107821144,0.058283832,0.099742055,0.016271017,0.19739276,0.055397417
100397,F,Enterocyte-mito-hi,imu,241,0.055128224,0.019803546,0.41148853,0.2813365,0.20620193,0.13955197,0.051625222,0.30126885,0.022505471,0.08780573,0.05415825
100397,F,Enterocytes-COX-hi,imu,1,0.13161716,0.027626282,0.46702915,0.47386998,0.2616634,0.16907606,0.07331956,0.3071048,0.015068881,0.21367186,0.07894407
100397,F,Enteroendocrine cells,epi,11,0.02556206,0.026021473,0.19844128,0.1011206,0.09938853,0.026909882,0.078683004,0.06856607,0.036604665,0.076509416,0.0
100397,F,Enteroendocrine cells,imu,16,0.025938481,0.015153268,0.28273273,0.10873376,0.11226584,0.06511682,0.064051494,0.19591394,0.028375022,0.04399346,0.025029106
100397,F,Follicular helper T cells,imu,31,0.0,0.012279306,0.013952801,0.047443,0.14075458,0.09736371,0.080498606,0.14126205,0.0,0.0,0.033831388
100397,F,GZMB-hi B cell,imu,23,0.0007564767,0.0039679282,0.03439456,0.06886141,0.110542916,0.104885444,0.05468094,0.23606251,0.005301232,0.0013868741,0.13998555
100397,F,GZMK-hi CD8 T cells,imu,13,0.0,0.0,0.0071382406,0.026456516,0.08740615,0.07381161,0.04098297,0.0854251,0.0,0.0,0.0675767
100397,F,Goblet cells,epi,194,0.044322584,0.01628258,0.8768629,0.16306153,0.12635525,0.09352493,0.03954035,0.19650821,0.019367201,0.071942784,0.04596642
100397,F,Goblet cells,imu,105,0.04615954,0.029588649,1.0032781,0.18610625,0.14032228,0.11762471,0.04832596,0.24015725,0.029357074,0.068897195,0.07889893
100397,F,ILCs,epi,1,0.0,0.040605176,0.14057161,0.0,0.19412893,0.097452424,0.097452424,0.33144608,0.0,0.0,0.0
100397,F,ILCs,imu,2,0.025947157,0.0,0.06745612,0.06745612,0.08862184,0.1027436,0.18864547,0.26407558,0.0,0.04756979,0.07609977
100397,F,Inflammatory fibroblasts,epi,1,0.0,0.42778665,0.12768318,0.0,0.0,0.0,0.0,0.0,0.0,0.23408583,0.0
100397,F,Inflammatory fibroblasts,imu,20,0.009104127,1.027304,0.013391295,0.052517425,0.29303297,0.23370436,0.21069261,0.24105616,0.04360522,0.0033591422,0.1147102
100397,F,Intraepithelial Tgd,epi,23,0.0039791195,0.0033705682,0.10963621,0.076926336,0.20220493,0.1027405,0.03619977,0.22801855,0.011482692,0.03248496,0.026693549
100397,F,Intraepithelial Tgd,imu,1,0.0,0.0,0.067624226,0.024249852,0.43279794,0.24602361,0.079878904,0.3615092,0.0,0.0,0.04445806
100397,F,LP-associated NK-Tgd,epi,1,0.0,0.0,0.0,0.13265336,0.41839752,0.22726962,0.055265494,0.39453793,0.05024136,0.0,0.0
100397,F,LP-associated NK-Tgd,imu,7,0.0,0.005250583,0.0156192975,0.026323851,0.08174978,0.039679848,0.121556036,0.08035503,0.0,0.0,0.08410751
100397,F,Lymphatic endothelium,imu,3,0.0058597066,0.12306825,0.22828162,0.06266602,0.19327289,0.16360776,0.076146446,0.27601427,0.07717287,0.010742796,0.08004867
100397,F,Lyve1 macrophage,imu,1,0.0,0.12533668,0.042875595,0.09385532,0.10106391,0.12624559,0.64749753,0.23050335,0.0,0.0,0.25067335
100397,F,M2-like macrophage,imu,12,0.0,0.03374118,0.03279941,0.09464314,0.12932752,0.11715747,0.44090772,0.18442559,0.018776046,0.0,0.24290095
100397,F,Mast cells,epi,1,0.0,0.0,0.49756724,0.29392838,0.12644492,0.0,0.0,0.0,0.0,0.0,0.2057228
100397,F,Mast cells,imu,8,0.0,0.054355748,0.02776434,0.04592105,0.122417435,0.1309783,0.19303744,0.23652577,0.021929363,0.0074933004,0.058800597
100397,F,Mito-hi endothelium,imu,1,0.0,0.115986854,0.12653112,0.0,0.09941731,0.13918422,0.13918422,0.0,0.12653112,0.0,0.0
100397,F,Monocyte,epi,6,0.02589471,0.25592175,0.012352767,0.06926518,0.40002823,0.44079402,1.2122676,0.277356,0.0052217473,0.0093983,0.08567101
100397,F,Monocyte,imu,4,0.03014966,0.15074585,0.027200103,0.10145105,0.26742184,0.32539403,1.0362383,0.2043666,0.0,0.055274375,0.1402734
100397,F,Myofibroblasts,imu,3,0.010224096,0.9983228,0.010224096,0.19707628,0.1601493,0.0989091,0.049359545,0.15560566,0.045126308,0.038830537,0.10985192
100397,F,NAMPThi-Neutrophils,epi,6,0.031479973,0.07078957,0.14735647,0.12116158,0.19840817,0.146491,0.65604115,0.11632297,0.06448679,0.04982412,0.15260975
100397,F,NAMPThi-Neutrophils,imu,109,0.009372289,0.15524353,0.02242674,0.090304084,0.24564452,0.21955393,0.922334,0.25292808,0.019851103,0.00072580343,0.089296855
100397,F,Neutrophils,epi,12,0.0067281523,0.075445555,0.21756785,0.0781705,0.18131489,0.17797802,1.7460562,0.124826066,0.031072536,0.04237782,0.055611517
100397,F,Neutrophils,imu,3,0.0,0.0,0.0,0.0,0.0,0.0,0.21342559,0.0,0.05438891,0.0,0.07029978
100397,F,PLGC2-hi T cells,imu,3,0.0,0.0,0.0,0.024481043,0.019235106,0.035014026,0.061943173,0.06214419,0.0,0.0,0.044881914
100397,F,Paneth cells,epi,1,0.020270534,0.01786367,0.513319,0.039312597,0.027751092,0.022297587,0.0,0.10030251,0.0052773096,0.02748758,0.03572734
100397,F,Paneth cells,imu,3,0.029097432,0.017421924,0.736937,0.0825304,0.041267034,0.048176214,0.013196093,0.08031565,0.00800275,0.04552651,0.029812275
100397,F,Pericytes,imu,1,0.0,0.29807228,0.0,0.0,0.08516351,0.23845783,0.32571048,0.0,0.0,0.0,0.19871485
100397,F,Plasma cells-IgA,epi,11,0.0,0.0,0.24050713,0.11476886,0.0697578,0.039387986,0.033608302,0.12557293,0.0,0.0,0.06635093
100397,F,Plasma cells-IgA,imu,423,0.0034221476,0.0047497903,0.022266814,0.03220088,0.04224994,0.029112482,0.07083699,0.10049427,0.0018807049,0.0030431421,0.049246904
100397,F,Plasma cells-IgG,imu,76,0.002560492,0.0062507703,0.04223023,0.047582608,0.07547366,0.04208612,0.050497044,0.15057203,0.002309101,0.002404826,0.082328066
100397,F,Regulatory T cells,epi,4,0.0,0.0,0.16310322,0.040792808,0.104294464,0.060289856,0.0,0.05857767,0.0,0.0,0.0949905
100397,F,Regulatory T cells,imu,117,0.0004581456,0.010380388,0.008244171,0.024573458,0.067705065,0.05296565,0.07885745,0.08090851,0.0023884145,0.0,0.03179266
100397,F,Stem-like cells-OLFM4-hi,epi,71,0.07261481,0.013682816,0.70764923,0.27450606,0.2676036,0.15889165,0.020555368,0.51052487,0.022973228,0.08712138,0.0341289
100397,F,Stem-like cells-OLFM4-hi,imu,264,0.0701714,0.013383754,0.54190135,0.34184942,0.2779077,0.17895742,0.034671813,0.48713076,0.036148656,0.11753277,0.042042874
100397,F,Telocyte,imu,24,0.005822142,1.1611799,0.055687115,0.062101066,0.20328718,0.14693478,0.0962977,0.26242948,0.08951938,0.00692133,0.07748708
100397,F,Tissue fibroblast,imu,5,0.038194574,0.8520939,0.06558412,0.07486145,0.19900694,0.16412604,0.107175566,0.19575523,0.06389265,0.0,0.036225356
100397,F,Tissue macrophage,epi,7,0.018338075,0.08708229,0.19929586,0.14469218,0.24342361,0.095409475,0.096600644,0.2680686,0.0,0.0,0.043011364
100397,F,Tissue macrophage,imu,33,0.0,0.031262584,0.03581719,0.08179367,0.20221928,0.10867223,0.20406817,0.28268042,0.011128285,0.0,0.046206497
100397,F,Tissue macrophage-KRT-hi,epi,8,0.06447872,0.018615074,0.3665315,0.28845856,0.2566263,0.12247877,0.2548442,0.37519756,0.0021885987,0.04718308,0.02913105
100397,F,Tissue macrophage-KRT-hi,imu,4,0.11497375,0.0,0.1724579,0.33369055,0.18099089,0.16734207,0.14482918,0.42441607,0.021831388,0.03871597,0.07352791
100397,F,Trophocyte,epi,1,0.027402619,0.9470046,0.09289846,0.14770369,0.2282002,0.29635006,0.1712605,0.18010026,0.120301075,0.0,0.19664577
100397,F,Trophocyte,imu,24,0.008057099,0.95702595,0.022416705,0.05034524,0.23178448,0.20703723,0.22161742,0.28499058,0.12961252,0.007018781,0.08125348
100397,F,Tuft cells,imu,1,0.050181128,0.0,0.66378754,0.050181128,0.11884944,0.019458622,0.0,0.28863218,0.0,0.059567697,0.032431036
100397,F,Venous endothelium,imu,11,0.0022805848,0.12511176,0.0073259724,0.076659925,0.20709647,0.18298791,0.094823115,0.25962228,0.050508235,0.03210304,0.05565006
100397,N,Arterial endothelium,imu,40,0.01797879,0.15062225,0.061366517,0.073193565,0.22002025,0.1670002,0.29219878,0.21644601,0.03187766,0.009522344,0.07035728
100397,N,B cells,imu,136,0.014973944,0.0029639262,0.054097213,0.04087676,0.14454351,0.072106406,0.015635168,0.17424941,0.0018553446,0.004225928,0.018082216
100397,N,CCR7hi CD4 T cells,imu,32,0.0029873138,0.0062381583,0.020039996,0.02178767,0.05959949,0.04489089,0.055515375,0.080827095,0.0,0.0,0.0372183
100397,N,CD4 T cells,imu,339,0.0039326497,0.011689628,0.016293515,0.026383396,0.11115095,0.079764806,0.10755867,0.1435475,0.0026911944,0.009891845,0.026220359
100397,N,CD63+CD81+ macrophage,imu,2,0.018924426,0.0,0.23413828,0.018924426,0.19919644,0.10896255,0.102799386,0.32856634,0.0,0.0,0.0
100397,N,CD8 intraepithelial cells,epi,4,0.0,0.0,0.024919758,0.031845115,0.044675127,0.01728851,0.04957567,0.013472933,0.0,0.07505061,0.02886197
100397,N,CD8 intraepithelial cells,imu,67,0.076082766,0.00769133,0.18112151,0.13487239,0.16903841,0.08463184,0.078458704,0.2045116,0.009359652,0.04674558,0.015329662
100397,N,CXCR6-hi CD4 T cells,epi,1,0.0,0.0,0.057950914,0.0,0.11865085,0.0,0.15187865,0.04903539,0.0,0.0,0.27685195
100397,N,CXCR6-hi CD4 T cells,imu,1,0.0,0.0,0.13683201,0.0,0.10751087,0.15051521,0.0,0.0,0.0,0.0,0.0
100397,N,Colonocytes-LGALS4-hi,epi,44,0.08861238,0.0017952902,0.84321177,0.23545584,0.33788815,0.15630601,0.024892362,0.52341914,0.056505885,0.046676133,0.0031801963
100397,N,Colonocytes-LGALS4-hi,imu,199,0.07707633,0.007196987,0.82990783,0.17838553,0.24536374,0.09442198,0.037767366,0.39921004,0.037552755,0.027607108,0.010677383
100397,N,Contractile pericytes,imu,3,0.014055755,0.65458775,0.05362157,0.10024824,0.20774765,0.14065665,0.09777352,0.21660067,0.0,0.0,0.037978955
100397,N,Cycling B cells,imu,57,0.037252676,0.0016417312,0.14636923,0.08911871,0.32676935,0.14178534,0.015193138,0.30400708,0.0012104246,0.0088381395,0.010445591
100397,N,Cycling T cells,imu,1,0.033853978,0.031032814,0.13541591,0.033853978,0.33970132,0.16744591,0.037239376,0.34569585,0.0,0.0,0.0
100397,N,Cycling myeloid,imu,4,0.0051744315,0.034047704,0.11489385,0.06941633,0.4034126,0.28676036,0.03878022,0.3456602,0.019667009,0.0,0.04073675
100397,N,Dendritic cell - CCR7-hi,imu,1,0.0,0.0,0.13762783,0.0,0.2007053,0.19397661,0.0756953,0.2911358,0.0,0.0,0.0
100397,N,Dendritic cell - cDC1,imu,12,0.012724304,0.02342994,0.05020606,0.031487796,0.19710183,0.08811804,0.05593401,0.18632847,0.008900945,0.0,0.0028143444
100397,N,Dendritic cell - cDC2,imu,34,0.0065102912,0.06157216,0.057620812,0.0948305,0.2596079,0.16415386,0.1876102,0.33156386,0.0056383866,0.006344563,0.08591499
100397,N,Enteric glia,imu,1,0.0,0.39712432,0.0,0.10087749,0.22955589,0.110965244,0.2947514,0.24068336,0.10087749,0.0,0.0
100397,N,Enterocyte-ANPEP-hi,epi,1,0.199678,0.0,0.036846526,0.31981486,0.078444935,0.0,0.13859494,0.062355664,0.0,0.49915075,0.115486205
100397,N,Enterocyte-ANPEP-hi,imu,474,0.4045696,0.0037701514,0.44638398,0.57603,0.21660313,0.14608388,0.07307802,0.35743082,0.045682754,0.30723867,0.03378777
100397,N,Enterocyte-FABP-hi,epi,80,0.44693032,0.00068936293,0.48824129,0.7491179,0.39127022,0.25571603,0.04662466,0.63809294,0.07390877,0.14536777,0.0056661936
100397,N,Enterocyte-FABP-hi,imu,294,0.41860333,0.0026305718,0.47808325,0.5621541,0.17550649,0.104564644,0.04599439,0.36321467,0.035985578,0.15792105,0.016928943
100397,N,Enterocyte-mito-hi,epi,51,0.17402406,0.010465772,0.14297082,0.333491,0.06638423,0.087461956,0.060061857,0.09911869,0.032409977,0.48172387,0.062099427
100397,N,Enterocyte-mito-hi,imu,723,0.22987744,0.0068426006,0.59655654,0.30740944,0.14642765,0.08405089,0.043601677,0.24564329,0.023447672,0.12159024,0.027070004
100397,N,Enteroendocrine cells,imu,24,0.06853093,0.028981686,0.37370512,0.17375559,0.17178768,0.09935552,0.034181092,0.30431792,0.03884058,0.04210945,0.07475254
100397,N,Follicular helper T cells,imu,24,0.0,0.0047614495,0.022262787,0.031966936,0.14164911,0.083560586,0.051112413,0.18023461,0.0023109922,0.010400466,0.025164617
100397,N,GZMB-hi B cell,imu,2,0.05035942,0.0,0.14347184,0.06368284,0.105408326,0.17422491,0.053645235,0.19713348,0.0,0.0,0.056160726
100397,N,GZMK-hi CD8 T cells,imu,25,0.0,0.006520282,0.012512765,0.023391144,0.08608501,0.04311954,0.060514413,0.1365359,0.0031195162,0.0,0.04349756
100397,N,Goblet cells,epi,24,0.07964511,0.031955827,0.65271807,0.15597364,0.098984696,0.12133586,0.03510895,0.16979367,0.019341042,0.16556756,0.038975958
100397,N,Goblet cells,imu,366,0.08511592,0.0138749415,1.3402785,0.20054197,0.16634297,0.112258136,0.05221767,0.29041117,0.03856126,0.06241733,0.056849007
100397,N,ILCs,imu,5,0.0,0.03898644,0.025648404,0.027188081,0.13414516,0.058800608,0.13416556,0.13294838,0.012824202,0.0,0.08320886
100397,N,Inflammatory fibroblasts,imu,22,0.015916906,0.1977887,0.09898105,0.051632296,0.032100692,0.050700914,0.096367724,0.045717116,0.014324465,0.008752749,0.20053974
100397,N,Intraepithelial Tgd,epi,3,0.0,0.0,0.018848393,0.019997358,0.01644891,0.0,0.042730328,0.069270104,0.0,0.034555387,0.038380787
100397,N,Intraepithelial Tgd,imu,11,0.030329822,0.01654029,0.070568256,0.046725478,0.1742995,0.07820055,0.10749311,0.22496715,0.0035742738,0.0,0.04143907
100397,N,LP-associated NK-Tgd,epi,1,0.0,0.0,0.07390736,0.14781472,0.05807007,0.0,0.0,0.062537,0.0,0.0,0.0
100397,N,LP-associated NK-Tgd,imu,29,0.0,0.002812702,0.05971209,0.0290755,0.13184702,0.082600966,0.15570726,0.1619325,0.0028797626,0.004763267,0.046071175
100397,N,Lymphatic endothelium,imu,44,0.014844632,0.12177321,0.29235414,0.10728164,0.19027652,0.11826256,0.0496328,0.28292775,0.1189434,0.0024182906,0.11604745
100397,N,Lyve1 macrophage,imu,19,0.021013344,0.06696522,0.08721958,0.11959362,0.13596632,0.10551405,0.5279023,0.20808853,0.0581784,0.0129794525,0.17761119
100397,N,M2-like macrophage,imu,38,0.016942933,0.038449127,0.065933995,0.08737782,0.16361113,0.11245596,0.31568453,0.2669069,0.04070271,0.008661352,0.20963617
100397,N,M2-like macrophage-A2M-hi,imu,1,0.11592247,0.041468594,0.045238465,0.1357154,0.13025926,0.099524625,0.81799865,0.293394,0.045238465,0.0,0.21252453
100397,N,Mast cells,imu,234,0.01945574,0.036161855,0.06577307,0.050586134,0.10948777,0.068839215,0.14698121,0.21109167,0.01316704,0.0050699115,0.028464122
100397,N,Mito-hi endothelium,imu,3,0.0,0.10658517,0.12631328,0.0372364,0.1146163,0.0,0.19740063,0.08993236,0.0,0.0,0.0
100397,N,Myofibroblasts,imu,4,0.0,1.2337185,0.0664085,0.1288652,0.16755642,0.078103945,0.030750422,0.32130393,0.06717243,0.0,0.10897311
100397,N,NAMPThi-Neutrophils,imu,47,0.018914828,0.0942398,0.0634145,0.0921104,0.24379906,0.1746954,0.8400518,0.29051694,0.019332685,0.009682722,0.074103
100397,N,PLGC2-hi T cells,epi,30,0.010457016,0.0,0.0056403023,0.043114185,0.052931443,0.05223062,0.019114774,0.03645434,0.0023827418,0.021697303,0.053028867
100397,N,PLGC2-hi T cells,imu,6,0.0,0.0131657,0.014362581,0.014362581,0.018508362,0.0,0.0,0.046115916,0.024824299,0.0,0.0396025
100397,N,Paneth cells,imu,88,0.027998043,0.0046646693,0.9736261,0.07377788,0.06920804,0.029231055,0.013802353,0.11370275,0.009148027,0.015016737,0.020383103
100397,N,Pericytes,imu,2,0.0,0.6955777,0.03139727,0.03671463,0.13552804,0.109460086,0.08504029,0.15489641,0.049754582,0.0,0.25733674
100397,N,Plasma cells-IgA,imu,1477,0.009881214,0.0081874905,0.047628056,0.032607004,0.046663243,0.023321021,0.02505065,0.12721995,0.0017848772,0.0033053325,0.03679764
100397,N,Plasma cells-IgG,imu,111,0.0060713994,0.009739624,0.0678319,0.04319709,0.11832496,0.04995518,0.018871617,0.2003385,0.0024509234,0.002290048,0.041938115
100397,N,Regulatory T cells,imu,103,0.0042365403,0.0065004625,0.017789247,0.028385561,0.14392856,0.077691,0.049247526,0.1734815,0.0,0.0,0.029211475
100397,N,SIP syncytium fibroblast,imu,2,0.03636602,1.1505048,0.0,0.059621684,0.15844312,0.14233986,0.21141738,0.28626,0.102412716,0.0,0.0
100397,N,Stem-like cells-OLFM4-hi,imu,787,0.076851934,0.010293114,1.0419036,0.21421339,0.27487674,0.14609355,0.04206465,0.47249186,0.049698297,0.072118916,0.035482444
100397,N,Telocyte,imu,45,0.011226697,1.1965944,0.037993934,0.062355984,0.15893717,0.12433124,0.06447848,0.22347516,0.080653675,0.006360413,0.0794678
100397,N,Tissue fibroblast,imu,51,0.018238217,1.117126,0.07202665,0.057873417,0.23982403,0.18183795,0.06260302,0.2603468,0.07096343,0.0019282307,0.042284165
100397,N,Tissue macrophage,epi,1,0.0,0.08630278,0.09414849,0.0,0.4300025,0.30667457,0.10356333,0.44612575,0.0,0.17260556,0.0
100397,N,Tissue macrophage,imu,142,0.015216066,0.023844587,0.10685751,0.05507503,0.17116758,0.10072534,0.17510074,0.2127844,0.01587962,0.0037409894,0.05277041
100397,N,Tissue macrophage-KRT-hi,imu,21,0.20664224,0.03969206,0.48399666,0.2780911,0.19389713,0.096594274,0.23053673,0.27227816,0.034022227,0.07440169,0.04515871
100397,N,Trophocyte,imu,193,0.020346187,0.75795096,0.035398472,0.047598723,0.15350361,0.10308471,0.15943167,0.24785681,0.1538657,0.0011733247,0.1617638
100397,N,Tuft cells,imu,24,0.03903502,0.02712161,0.4839554,0.08944508,0.12708457,0.059586644,0.016561532,0.13285382,0.044003356,0.027629353,0.040290996
100397,N,Venous endothelium,imu,40,0.027455375,0.057525612,0.094311744,0.15765367,0.16921286,0.15196595,0.16001287,0.26317126,0.03659302,0.026777033,0.03566694
100629,F,Arterial endothelium,imu,27,0.016382063,0.13918744,0.1339808,0.08664015,0.22041866,0.20444386,0.13430406,0.16776235,0.032721873,0.02395077,0.1125278
100629,F,B cells,imu,169,0.001791417,0.0054591247,0.017034639,0.034783836,0.10664569,0.09361266,0.037417974,0.15668969,0.0031367594,0.005502602,0.03102525
100629,F,CCR7hi CD4 T cells,imu,712,0.001181204,0.0040578013,0.004068979,0.014005302,0.06312183,0.07282536,0.03692894,0.08697173,0.0012913867,0.0054791826,0.03893992
100629,F,CD4 T cells,imu,240,0.0016313662,0.0070560877,0.002968625,0.01585729,0.10803793,0.09931599,0.09433915,0.09462861,0.002199331,0.022138506,0.09319348
100629,F,CD63+CD81+ macrophage,imu,3,0.0,0.035203416,0.020077787,0.09108972,0.23935793,0.16268897,0.33958903,0.20431113,0.008598757,0.007882194,0.26150528
100629,F,CD69+ CD4 T cells,imu,20,0.0,0.010198901,0.012634411,0.030569648,0.175832,0.14807561,0.09445884,0.13753536,0.0025305555,0.034920655,0.07743968
100629,F,CD8 intraepithelial cells,imu,33,0.024755843,0.012284367,0.2652293,0.06544777,0.08950554,0.07612048,0.05357536,0.071468316,0.014063332,0.04074956,0.08166205
100629,F,CXCR6-hi CD4 T cells,imu,5,0.0,0.009337626,0.0,0.031429384,0.15579054,0.20098646,0.14720014,0.20468192,0.0,0.017795658,0.0383868
100629,F,Collagen-hi tissue fibroblast,imu,4,0.0,0.69716334,0.12338284,0.076331764,0.10935514,0.19012882,0.08146456,0.18631674,0.1260051,0.0,0.11629425
100629,F,Colonocytes-CAECAM-hi,imu,245,0.10752879,0.0027609162,0.33765283,0.5415692,0.20776701,0.18025304,0.04087584,0.30890232,0.020134822,0.1753841,0.04340807
100629,F,Colonocytes-LGALS4-hi,imu,7,0.20146203,0.00569883,0.87272376,0.47984082,0.38081697,0.20019218,0.015303669,0.5869835,0.036499802,0.17544842,0.058395248
100629,F,Contractile pericytes,imu,7,0.026631951,0.49664354,0.19781078,0.09186713,0.13383178,0.13099863,0.07765585,0.2810953,0.010341811,0.0,0.07279738
100629,F,Cycling B cells,imu,3,0.0,0.009889361,0.12921426,0.02076012,0.26054028,0.2208515,0.07117208,0.2826265,0.0,0.0,0.018281499
100629,F,Cycling T cells,imu,4,0.0,0.025867581,0.086633295,0.08850421,0.38019574,0.20697998,0.07733735,0.42645264,0.0,0.0,0.054811027
100629,F,Cycling myeloid,imu,5,0.0,0.03492033,0.09129938,0.100486554,0.3236736,0.1835433,0.27026823,0.34657055,0.008370889,0.0,0.11650274
100629,F,Dendritic cell - CCR7-hi,imu,6,0.0,0.061671596,0.022469388,0.050237764,0.29257235,0.24906933,0.19805843,0.21359296,0.0035437907,0.0,0.09580805
100629,F,Dendritic cell - cDC1,imu,10,0.0,0.03366419,0.017075324,0.09831168,0.2526865,0.19562145,0.09042354,0.31181982,0.00727596,0.0,0.076574646
100629,F,Dendritic cell - cDC2,imu,33,0.002597417,0.046253562,0.017571535,0.084793314,0.24435206,0.22575279,0.20800292,0.28560594,0.01560738,0.0,0.087003194
100629,F,Enteric glia,imu,3,0.04104167,0.308033,0.21516417,0.07943072,0.099871606,0.015907496,0.12788403,0.12795013,0.14563866,0.0,0.12168328
100629,F,Enterocyte-ANPEP-hi,imu,162,0.40132627,0.010166949,0.41408545,0.65505975,0.26121548,0.20928682,0.05826244,0.33151737,0.047825117,0.41424367,0.06726454
100629,F,Enterocyte-FABP-hi,imu,3,0.54851484,0.0049912143,0.95693237,0.79896003,0.34892806,0.26146138,0.01651939,0.5255377,0.04085906,0.510787,0.026208302
100629,F,Enterocyte-mito-hi,imu,313,0.0691666,0.005013632,0.47969767,0.2736041,0.21684058,0.149754,0.038601276,0.39403784,0.025408406,0.089338236,0.060488492
100629,F,Enteroendocrine cells,imu,17,0.041095715,0.011675324,0.48401788,0.14833374,0.20002615,0.14575642,0.02524166,0.25980994,0.03979645,0.06212923,0.06281406
