annotation2v2,fraction,feature,normal_mean,fibrotic_mean,fibrotic_minus_normal,inflamed_mean,inflamed_minus_normal
CD8 intraepithelial cells,imu,fatty_acid_metabolism_mean,0.06804398447275162,0.04124800115823746,-0.02679598331451416,0.042669959366321564,-0.025374025106430054
CD8 intraepithelial cells,imu,glycolysis_mean,0.14702491462230682,0.16729989647865295,0.02027498185634613,0.13425397872924805,-0.012770935893058777
CD8 intraepithelial cells,imu,hypoxia_mean,0.08085455000400543,0.09923607110977173,0.018381521105766296,0.04511606693267822,-0.03573848307132721
CD8 intraepithelial cells,imu,inflammation_mean,0.036483824253082275,0.04789675399661064,0.011412929743528366,0.08260674774646759,0.046122923493385315
CD8 intraepithelial cells,imu,oxidative_phosphorylation_mean,0.16559302806854248,0.17384439706802368,0.008251368999481201,0.19511456787586212,0.02952153980731964
CD8 intraepithelial cells,imu,retinoid_vitamin_a_mean,0.002957364311441779,0.0033747274428606033,0.0004173631314188242,0.011532368138432503,0.008575003826990724
CD8 intraepithelial cells,imu,epithelial_bile_urea_transport_mean,0.02398606389760971,0.017651962116360664,-0.006334101781249046,0.0055109309032559395,-0.01847513299435377
CD8 intraepithelial cells,imu,fibrotic_amino_acid_transport_mean,0.027143418788909912,0.031495753675699234,0.004352334886789322,0.04912048578262329,0.02197706699371338
CXCR6-hi CD4 T cells,epi,bile_acid_transport_mean,0.0015047192573547363,0.0007082554511725903,-0.0007964638061821461,0.002885290887206793,0.0013805716298520565
CXCR6-hi CD4 T cells,epi,ecm_remodeling_mean,0.02185734547674656,0.011975964531302452,-0.009881380945444107,0.007569579873234034,-0.014287765603512526
CXCR6-hi CD4 T cells,epi,epithelial_repair_mean,0.09479115158319473,0.02151317521929741,-0.07327797636389732,0.06727643311023712,-0.02751471847295761
CXCR6-hi CD4 T cells,epi,fatty_acid_metabolism_mean,0.040037479251623154,0.04380832239985466,0.0037708431482315063,0.04179040342569351,0.0017529241740703583
CXCR6-hi CD4 T cells,epi,glycolysis_mean,0.2164776772260666,0.23386487364768982,0.01738719642162323,0.28014272451400757,0.06366504728794098
CXCR6-hi CD4 T cells,epi,hypoxia_mean,0.12975941598415375,0.14307065308094025,0.013311237096786499,0.16572773456573486,0.035968318581581116
