annotation2v2,fraction,feature,normal_mean,fibrotic_mean,fibrotic_minus_normal,inflamed_mean,inflamed_minus_normal
Colonocytes-CAECAM-hi,imu,bile_acid_transport_mean,0.06156805530190468,0.07510833442211151,0.013540279120206833,0.06074703857302666,-0.0008210167288780212
Colonocytes-CAECAM-hi,imu,ecm_remodeling_mean,0.005411283113062382,0.01019572839140892,0.0047844452783465385,0.0008714364375919104,-0.004539846675470471
Colonocytes-CAECAM-hi,imu,epithelial_repair_mean,0.38189324736595154,0.4287315607070923,0.04683831334114075,0.3444483280181885,-0.03744491934776306
Colonocytes-CAECAM-hi,imu,fatty_acid_metabolism_mean,0.43647944927215576,0.40435558557510376,-0.032123863697052,0.40228819847106934,-0.034191250801086426
Colonocytes-CAECAM-hi,imu,glycolysis_mean,0.241628035902977,0.29071372747421265,0.04908569157123566,0.41841500997543335,0.17678697407245636
Colonocytes-CAECAM-hi,imu,hypoxia_mean,0.1424146443605423,0.18726783990859985,0.044853195548057556,0.2904241979122162,0.1480095535516739
Colonocytes-CAECAM-hi,imu,inflammation_mean,0.03754168748855591,0.041108421981334686,0.003566734492778778,0.05524013191461563,0.017698444426059723
Colonocytes-CAECAM-hi,imu,oxidative_phosphorylation_mean,0.38630735874176025,0.34379106760025024,-0.04251629114151001,0.4247787296772003,0.038471370935440063
Colonocytes-CAECAM-hi,imu,retinoid_vitamin_a_mean,0.01791280321776867,0.016694525256752968,-0.0012182779610157013,0.015728045254945755,-0.002184757962822914
Colonocytes-CAECAM-hi,imu,epithelial_bile_urea_transport_mean,0.11826366931200027,0.12226324528455734,0.003999575972557068,0.13789834082126617,0.0196346715092659
Colonocytes-CAECAM-hi,imu,fibrotic_amino_acid_transport_mean,0.03943505138158798,0.039966996759176254,0.0005319453775882721,0.028313715010881424,-0.011121336370706558
Colonocytes-LGALS4-hi,epi,bile_acid_transport_mean,0.06470005959272385,0.05559621378779411,-0.009103845804929733,0.004976453259587288,-0.05972360633313656
Colonocytes-LGALS4-hi,epi,ecm_remodeling_mean,0.007794687524437904,0.009367967024445534,0.0015732795000076294,0.00869807880371809,0.0009033912792801857
Colonocytes-LGALS4-hi,epi,epithelial_repair_mean,0.6961816549301147,1.0129477977752686,0.3167661428451538,0.6141660213470459,-0.08201563358306885
Colonocytes-LGALS4-hi,epi,fatty_acid_metabolism_mean,0.24559742212295532,0.2784636318683624,0.032866209745407104,0.16926752030849457,-0.07632990181446075
Colonocytes-LGALS4-hi,epi,glycolysis_mean,0.3101579546928406,0.32572057843208313,0.015562623739242554,0.3451535403728485,0.034995585680007935
Colonocytes-LGALS4-hi,epi,hypoxia_mean,0.152431458234787,0.16677722334861755,0.014345765113830566,0.1744409203529358,0.022009462118148804
Colonocytes-LGALS4-hi,epi,inflammation_mean,0.022014418616890907,0.01910751312971115,-0.002906905487179756,0.07136622816324234,0.04935180954635143
Colonocytes-LGALS4-hi,epi,oxidative_phosphorylation_mean,0.5209546685218811,0.536128580570221,0.015173912048339844,0.45267364382743835,-0.06828102469444275
Colonocytes-LGALS4-hi,epi,retinoid_vitamin_a_mean,0.028090864419937134,0.03789445757865906,0.009803593158721924,0.0383906327188015,0.010299768298864365
Colonocytes-LGALS4-hi,epi,epithelial_bile_urea_transport_mean,0.027803506702184677,0.03402647376060486,0.006222967058420181,0.010895725339651108,-0.01690778136253357
Colonocytes-LGALS4-hi,epi,fibrotic_amino_acid_transport_mean,0.013156832195818424,0.012419752776622772,-0.000737079419195652,0.014394383877515793,0.0012375516816973686
Colonocytes-LGALS4-hi,imu,bile_acid_transport_mean,0.055870749056339264,0.0306673776358366,-0.025203371420502663,0.009540854021906853,-0.04632989503443241
Colonocytes-LGALS4-hi,imu,ecm_remodeling_mean,0.0043047890067100525,0.005838504061102867,0.0015337150543928146,0.023027189075946808,0.018722400069236755
Colonocytes-LGALS4-hi,imu,epithelial_repair_mean,0.6014655828475952,0.7003867626190186,0.09892117977142334,0.9534759521484375,0.3520103693008423
Colonocytes-LGALS4-hi,imu,fatty_acid_metabolism_mean,0.20316451787948608,0.1892469972372055,-0.013917520642280579,0.13844794034957886,-0.06471657752990723
Colonocytes-LGALS4-hi,imu,glycolysis_mean,0.24535612761974335,0.2609242796897888,0.015568152070045471,0.3220864534378052,0.07673032581806183
Colonocytes-LGALS4-hi,imu,hypoxia_mean,0.11452531814575195,0.1309601366519928,0.016434818506240845,0.14796674251556396,0.03344142436981201
Colonocytes-LGALS4-hi,imu,inflammation_mean,0.021837109699845314,0.031118551269173622,0.009281441569328308,0.030669135972857475,0.008832026273012161
Colonocytes-LGALS4-hi,imu,oxidative_phosphorylation_mean,0.44956332445144653,0.4322185814380646,-0.017344743013381958,0.4705815017223358,0.021018177270889282
Colonocytes-LGALS4-hi,imu,retinoid_vitamin_a_mean,0.022907206788659096,0.02763846330344677,0.004731256514787674,0.023752212524414062,0.0008450057357549667
Colonocytes-LGALS4-hi,imu,epithelial_bile_urea_transport_mean,0.029433725401759148,0.027908261865377426,-0.0015254635363817215,0.025019489228725433,-0.004414236173033714
Colonocytes-LGALS4-hi,imu,fibrotic_amino_acid_transport_mean,0.011532110162079334,0.012483260594308376,0.000951150432229042,0.015099861659109592,0.003567751497030258
Contractile pericytes,imu,bile_acid_transport_mean,0.006552222650498152,0.003570767818018794,-0.0029814548324793577,0.0,-0.006552222650498152
Contractile pericytes,imu,ecm_remodeling_mean,0.5850798487663269,0.5573173761367798,-0.02776247262954712,0.34999412298202515,-0.23508572578430176
Contractile pericytes,imu,epithelial_repair_mean,0.07494265586137772,0.06788735091686249,-0.007055304944515228,0.0,-0.07494265586137772
Contractile pericytes,imu,fatty_acid_metabolism_mean,0.07754704356193542,0.06768282502889633,-0.009864218533039093,0.20188283920288086,0.12433579564094543
Contractile pericytes,imu,glycolysis_mean,0.18870848417282104,0.16585740447044373,-0.02285107970237732,0.1617085337638855,-0.026999950408935547
Contractile pericytes,imu,hypoxia_mean,0.10598615556955338,0.10809078812599182,0.002104632556438446,0.12944941222667694,0.023463256657123566
Contractile pericytes,imu,inflammation_mean,0.0670161098241806,0.08463487029075623,0.017618760466575623,0.1680075079202652,0.1009913980960846
Contractile pericytes,imu,oxidative_phosphorylation_mean,0.2378395050764084,0.24304917454719543,0.005209669470787048,0.19915294647216797,-0.03868655860424042
Contractile pericytes,imu,retinoid_vitamin_a_mean,0.013836967758834362,0.01491945143789053,0.0010824836790561676,0.0,-0.013836967758834362
Contractile pericytes,imu,epithelial_bile_urea_transport_mean,0.0033538693096488714,0.0009223272791132331,-0.0024315420305356383,0.0,-0.0033538693096488714
Contractile pericytes,imu,fibrotic_amino_acid_transport_mean,0.056035418063402176,0.04558718204498291,-0.010448236018419266,0.08078544586896896,0.024750027805566788
Cycling B cells,epi,bile_acid_transport_mean,0.005407700780779123,0.0009051216766238213,-0.004502579104155302,,
Cycling B cells,epi,ecm_remodeling_mean,0.001147070899605751,0.0030623769853264093,0.0019153060857206583,,
Cycling B cells,epi,epithelial_repair_mean,0.07170817255973816,0.04691949486732483,-0.02478867769241333,,
Cycling B cells,epi,fatty_acid_metabolism_mean,0.06253806501626968,0.04935183376073837,-0.013186231255531311,,
Cycling B cells,epi,glycolysis_mean,0.2414286732673645,0.2951318323612213,0.05370315909385681,,
Cycling B cells,epi,hypoxia_mean,0.11505364626646042,0.1533486396074295,0.038294993340969086,,
Cycling B cells,epi,inflammation_mean,0.017711319029331207,0.021012689918279648,0.0033013708889484406,,
Cycling B cells,epi,oxidative_phosphorylation_mean,0.27510082721710205,0.29071366786956787,0.01561284065246582,,
Cycling B cells,epi,retinoid_vitamin_a_mean,0.001767325564287603,0.001010002801194787,-0.0007573227630928159,,
Cycling B cells,epi,epithelial_bile_urea_transport_mean,0.004012465011328459,0.0009276245255023241,-0.0030848404858261347,,
Cycling B cells,epi,fibrotic_amino_acid_transport_mean,0.026947299018502235,0.030336009338498116,0.00338871031999588,,
Cycling B cells,imu,bile_acid_transport_mean,0.0042067221365869045,0.0007609307649545372,-0.0034457913716323674,0.0,-0.0042067221365869045
Cycling B cells,imu,ecm_remodeling_mean,0.0014509872999042273,0.002220743801444769,0.0007697565015405416,0.0,-0.0014509872999042273
Cycling B cells,imu,epithelial_repair_mean,0.05002397298812866,0.047282781451940536,-0.0027411915361881256,0.16035258769989014,0.11032861471176147
Cycling B cells,imu,fatty_acid_metabolism_mean,0.05579384043812752,0.05437345430254936,-0.0014203861355781555,0.023577414453029633,-0.032216425985097885
Cycling B cells,imu,glycolysis_mean,0.29929864406585693,0.30977851152420044,0.010479867458343506,0.426505446434021,0.12720680236816406
Cycling B cells,imu,hypoxia_mean,0.14414630830287933,0.1589917689561844,0.014845460653305054,0.2009202241897583,0.05677391588687897
Cycling B cells,imu,inflammation_mean,0.024152623489499092,0.03611112758517265,0.011958504095673561,0.09838065505027771,0.07422803156077862
Cycling B cells,imu,oxidative_phosphorylation_mean,0.30461859703063965,0.2990112602710724,-0.005607336759567261,0.255979061126709,-0.048639535903930664
Cycling B cells,imu,retinoid_vitamin_a_mean,0.0010572706814855337,0.0013188805896788836,0.00026160990819334984,0.0,-0.0010572706814855337
Cycling B cells,imu,epithelial_bile_urea_transport_mean,0.001216468052007258,0.0009384013246744871,-0.0002780667273327708,0.0,-0.001216468052007258
Cycling B cells,imu,fibrotic_amino_acid_transport_mean,0.026866490021348,0.033872295171022415,0.007005805149674416,0.0,-0.026866490021348
Cycling T cells,epi,bile_acid_transport_mean,0.024059999734163284,0.0015283252578228712,-0.022531674476340413,,
Cycling T cells,epi,ecm_remodeling_mean,0.010816749185323715,0.007534915581345558,-0.003281833603978157,,
Cycling T cells,epi,epithelial_repair_mean,0.14731445908546448,0.11910807341337204,-0.028206385672092438,,
Cycling T cells,epi,fatty_acid_metabolism_mean,0.050640739500522614,0.06370581686496735,0.013065077364444733,,
Cycling T cells,epi,glycolysis_mean,0.30463647842407227,0.41599518060684204,0.11135870218276978,,
Cycling T cells,epi,hypoxia_mean,0.159623384475708,0.24315933883190155,0.08353595435619354,,
Cycling T cells,epi,inflammation_mean,0.03800467774271965,0.05714048817753792,0.019135810434818268,,
Cycling T cells,epi,oxidative_phosphorylation_mean,0.2618696391582489,0.3040410578250885,0.0421714186668396,,
Cycling T cells,epi,retinoid_vitamin_a_mean,0.000686889048665762,0.000759652815759182,7.276376709342003e-05,,
Cycling T cells,epi,epithelial_bile_urea_transport_mean,0.02079908922314644,0.007583752740174532,-0.013215336482971907,,
Cycling T cells,epi,fibrotic_amino_acid_transport_mean,0.07851160317659378,0.08710788190364838,0.008596278727054596,,
Cycling T cells,imu,bile_acid_transport_mean,0.012558111920952797,0.00040612969314679503,-0.012151982227806002,0.0,-0.012558111920952797
Cycling T cells,imu,ecm_remodeling_mean,0.009452933445572853,0.01197987049818039,0.0025269370526075363,0.005602700170129538,-0.0038502332754433155
Cycling T cells,imu,epithelial_repair_mean,0.11072221398353577,0.0866946429014206,-0.024027571082115173,0.08425484597682953,-0.026467368006706238
Cycling T cells,imu,fatty_acid_metabolism_mean,0.06865524500608444,0.05965713784098625,-0.00899810716509819,0.06664545089006424,-0.0020097941160202026
Cycling T cells,imu,glycolysis_mean,0.35039499402046204,0.4267750680446625,0.07638007402420044,0.44139179587364197,0.09099680185317993
Cycling T cells,imu,hypoxia_mean,0.1951121836900711,0.2551295757293701,0.06001739203929901,0.2474798560142517,0.0523676723241806
Cycling T cells,imu,inflammation_mean,0.07734133303165436,0.09338711202144623,0.01604577898979187,0.11922881007194519,0.04188747704029083
Cycling T cells,imu,oxidative_phosphorylation_mean,0.2706030607223511,0.336714506149292,0.06611144542694092,0.3586600720882416,0.0880570113658905
Cycling T cells,imu,retinoid_vitamin_a_mean,0.003037206595763564,0.0017806163523346186,-0.0012565902434289455,0.0004563228285405785,-0.0025808837672229856
Cycling T cells,imu,epithelial_bile_urea_transport_mean,0.0077934893779456615,0.0034762779250741005,-0.004317211452871561,0.004669883754104376,-0.0031236056238412857
Cycling T cells,imu,fibrotic_amino_acid_transport_mean,0.0723406970500946,0.08255667239427567,0.01021597534418106,0.07980808615684509,0.007467389106750488
Cycling endothelium,imu,bile_acid_transport_mean,0.0,0.0025213814806193113,0.0025213814806193113,0.0,0.0
Cycling endothelium,imu,ecm_remodeling_mean,0.07113085687160492,0.12249132990837097,0.05136047303676605,0.18163421750068665,0.11050336062908173
Cycling endothelium,imu,epithelial_repair_mean,0.3082490563392639,0.10080211609601974,-0.20744694024324417,0.10125289857387543,-0.2069961577653885
Cycling endothelium,imu,fatty_acid_metabolism_mean,0.09202402830123901,0.08156394958496094,-0.010460078716278076,0.09265695512294769,0.0006329268217086792
Cycling endothelium,imu,glycolysis_mean,0.3283831477165222,0.30605876445770264,-0.02232438325881958,0.19247187674045563,-0.1359112709760666
Cycling endothelium,imu,hypoxia_mean,0.25069916248321533,0.2643558382987976,0.013656675815582275,0.2083386927843094,-0.042360469698905945
Cycling endothelium,imu,inflammation_mean,0.0,0.11446593701839447,0.11446593701839447,0.10777987539768219,0.10777987539768219
Cycling endothelium,imu,oxidative_phosphorylation_mean,0.26214614510536194,0.19316726922988892,-0.06897887587547302,0.12653890252113342,-0.13560724258422852
Cycling endothelium,imu,retinoid_vitamin_a_mean,0.1257610321044922,0.023520495742559433,-0.10224053636193275,0.01978115551173687,-0.10597987659275532
Cycling endothelium,imu,epithelial_bile_urea_transport_mean,0.0,0.005512916948646307,0.005512916948646307,0.0,0.0
Cycling endothelium,imu,fibrotic_amino_acid_transport_mean,0.0,0.12584561109542847,0.12584561109542847,0.19373148679733276,0.19373148679733276
Cycling myeloid,epi,bile_acid_transport_mean,0.0,0.0,0.0,,
Cycling myeloid,epi,ecm_remodeling_mean,0.0,0.00562618812546134,0.00562618812546134,,
Cycling myeloid,epi,epithelial_repair_mean,0.12261971831321716,0.06360947340726852,-0.05901024490594864,,
Cycling myeloid,epi,fatty_acid_metabolism_mean,0.03441953286528587,0.06946670264005661,0.03504716977477074,,
Cycling myeloid,epi,glycolysis_mean,0.299435019493103,0.4890560209751129,0.1896210014820099,,
Cycling myeloid,epi,hypoxia_mean,0.1940404176712036,0.30104753375053406,0.10700711607933044,,
Cycling myeloid,epi,inflammation_mean,0.03786148503422737,0.03218729421496391,-0.005674190819263458,,
Cycling myeloid,epi,oxidative_phosphorylation_mean,0.37390846014022827,0.4155247211456299,0.04161626100540161,,
Cycling myeloid,epi,retinoid_vitamin_a_mean,0.03441953286528587,0.0015370682813227177,-0.032882464583963156,,
Cycling myeloid,epi,epithelial_bile_urea_transport_mean,0.0,0.0,0.0,,
Cycling myeloid,epi,fibrotic_amino_acid_transport_mean,0.06310247629880905,0.04765491187572479,-0.015447564423084259,,
Cycling myeloid,imu,bile_acid_transport_mean,0.007688227109611034,0.003639631439000368,-0.004048595670610666,0.0057763406075537205,-0.001911886502057314
Cycling myeloid,imu,ecm_remodeling_mean,0.03538964316248894,0.042236290872097015,0.006846647709608078,0.016832077875733376,-0.018557565286755562
Cycling myeloid,imu,epithelial_repair_mean,0.08663209527730942,0.0870133638381958,0.00038126856088638306,0.0747799500823021,-0.011852145195007324
Cycling myeloid,imu,fatty_acid_metabolism_mean,0.10594482719898224,0.08942557871341705,-0.016519248485565186,0.06018608435988426,-0.04575874283909798
Cycling myeloid,imu,glycolysis_mean,0.3086852431297302,0.3700719177722931,0.061386674642562866,0.3995598256587982,0.090874582529068
Cycling myeloid,imu,hypoxia_mean,0.21457578241825104,0.23035788536071777,0.015782102942466736,0.3250895142555237,0.11051373183727264
Cycling myeloid,imu,inflammation_mean,0.29304274916648865,0.2233554571866989,-0.06968729197978973,0.3700157403945923,0.07697299122810364
Cycling myeloid,imu,oxidative_phosphorylation_mean,0.32298389077186584,0.3378322720527649,0.014848381280899048,0.3857696056365967,0.06278571486473083
Cycling myeloid,imu,retinoid_vitamin_a_mean,0.016994139179587364,0.012536769732832909,-0.004457369446754456,0.013508308678865433,-0.0034858305007219315
Cycling myeloid,imu,epithelial_bile_urea_transport_mean,0.004467856604605913,0.00275035435333848,-0.0017175022512674332,0.0,-0.004467856604605913
Cycling myeloid,imu,fibrotic_amino_acid_transport_mean,0.1290501058101654,0.13239988684654236,0.003349781036376953,0.18732769787311554,0.058277592062950134
Dendritic cell - CCR7-hi,epi,bile_acid_transport_mean,0.0,0.0017786058597266674,0.0017786058597266674,0.0,0.0
Dendritic cell - CCR7-hi,epi,ecm_remodeling_mean,0.011201992630958557,0.01079470943659544,-0.0004072831943631172,0.0,-0.011201992630958557
Dendritic cell - CCR7-hi,epi,epithelial_repair_mean,0.11238791793584824,0.010332911275327206,-0.10205500666052103,0.07094678282737732,-0.04144113510847092
Dendritic cell - CCR7-hi,epi,fatty_acid_metabolism_mean,0.03833276033401489,0.03288174048066139,-0.0054510198533535,0.0,-0.03833276033401489
Dendritic cell - CCR7-hi,epi,glycolysis_mean,0.2046993523836136,0.2632444500923157,0.05854509770870209,0.1936316043138504,-0.011067748069763184
Dendritic cell - CCR7-hi,epi,hypoxia_mean,0.12200282514095306,0.1608840376138687,0.03888121247291565,0.21310925483703613,0.09110642969608307
Dendritic cell - CCR7-hi,epi,inflammation_mean,0.145712748169899,0.10972295701503754,-0.03598979115486145,0.14277991652488708,-0.002932831645011902
Dendritic cell - CCR7-hi,epi,oxidative_phosphorylation_mean,0.1979096233844757,0.20208486914634705,0.004175245761871338,0.22779768705368042,0.029888063669204712
Dendritic cell - CCR7-hi,epi,retinoid_vitamin_a_mean,0.0013793639373034239,0.002904376480728388,0.001525012543424964,0.0,-0.0013793639373034239
Dendritic cell - CCR7-hi,epi,epithelial_bile_urea_transport_mean,0.0,0.0010660450207069516,0.0010660450207069516,0.0,0.0
Dendritic cell - CCR7-hi,epi,fibrotic_amino_acid_transport_mean,0.02600852958858013,0.03780049458146095,0.011791964992880821,0.06955583393573761,0.04354730434715748
Dendritic cell - CCR7-hi,imu,bile_acid_transport_mean,0.006144772283732891,0.0009275419870391488,-0.005217230296693742,0.0028420293238013983,-0.003302742959931493
Dendritic cell - CCR7-hi,imu,ecm_remodeling_mean,0.02461627684533596,0.018922440707683563,-0.005693836137652397,0.03900717943906784,0.01439090259373188
Dendritic cell - CCR7-hi,imu,epithelial_repair_mean,0.024337053298950195,0.023171812295913696,-0.001165241003036499,0.01113363541662693,-0.013203417882323265
Dendritic cell - CCR7-hi,imu,fatty_acid_metabolism_mean,0.039766766130924225,0.04203839227557182,0.0022716261446475983,0.05372873693704605,0.013961970806121826
Dendritic cell - CCR7-hi,imu,glycolysis_mean,0.23711924254894257,0.25147515535354614,0.014355912804603577,0.2861047387123108,0.048985496163368225
Dendritic cell - CCR7-hi,imu,hypoxia_mean,0.1598706841468811,0.15724113583564758,-0.0026295483112335205,0.1974700391292572,0.0375993549823761
Dendritic cell - CCR7-hi,imu,inflammation_mean,0.1650162786245346,0.16779254376888275,0.0027762651443481445,0.2225455343723297,0.057529255747795105
Dendritic cell - CCR7-hi,imu,oxidative_phosphorylation_mean,0.18362918496131897,0.20234312117099762,0.01871393620967865,0.16128118336200714,-0.02234800159931183
Dendritic cell - CCR7-hi,imu,retinoid_vitamin_a_mean,0.0030444893054664135,0.002380507765337825,-0.0006639815401285887,0.0035563791170716286,0.0005118898116052151
Dendritic cell - CCR7-hi,imu,epithelial_bile_urea_transport_mean,0.004629344213753939,0.001175746787339449,-0.0034535974264144897,0.0,-0.004629344213753939
Dendritic cell - CCR7-hi,imu,fibrotic_amino_acid_transport_mean,0.07175727188587189,0.07548463344573975,0.003727361559867859,0.14012973010540009,0.0683724582195282
Dendritic cell - cDC1,epi,bile_acid_transport_mean,0.0,0.00647537549957633,0.00647537549957633,0.0,0.0
Dendritic cell - cDC1,epi,ecm_remodeling_mean,0.0,0.010092207230627537,0.010092207230627537,0.0,0.0
Dendritic cell - cDC1,epi,epithelial_repair_mean,0.0,0.027057647705078125,0.027057647705078125,0.0,0.0
Dendritic cell - cDC1,epi,fatty_acid_metabolism_mean,0.0,0.06702405959367752,0.06702405959367752,0.04037052020430565,0.04037052020430565
Dendritic cell - cDC1,epi,glycolysis_mean,0.22391679883003235,0.3126508295536041,0.08873403072357178,0.19353850185871124,-0.030378296971321106
Dendritic cell - cDC1,epi,hypoxia_mean,0.23621931672096252,0.18634586036205292,-0.04987345635890961,0.12423697859048843,-0.11198233813047409
Dendritic cell - cDC1,epi,inflammation_mean,0.05227203294634819,0.07157372683286667,0.01930169388651848,0.09654516726732254,0.04427313432097435
Dendritic cell - cDC1,epi,oxidative_phosphorylation_mean,0.16083703935146332,0.3147403299808502,0.1539032906293869,0.12024140357971191,-0.040595635771751404
Dendritic cell - cDC1,epi,retinoid_vitamin_a_mean,0.0,0.004981278907507658,0.004981278907507658,0.030681220814585686,0.030681220814585686
Dendritic cell - cDC1,epi,epithelial_bile_urea_transport_mean,0.0,0.003393864259123802,0.003393864259123802,0.0,0.0
Dendritic cell - cDC1,epi,fibrotic_amino_acid_transport_mean,0.0,0.0364065058529377,0.0364065058529377,0.0,0.0
Dendritic cell - cDC1,imu,bile_acid_transport_mean,0.0033365385606884956,0.0002541168942116201,-0.0030824216664768755,0.0014287622179836035,-0.0019077763427048922
Dendritic cell - cDC1,imu,ecm_remodeling_mean,0.028752166777849197,0.024603456258773804,-0.004148710519075394,0.03922373801469803,0.010471571236848831
Dendritic cell - cDC1,imu,epithelial_repair_mean,0.031174063682556152,0.025237830355763435,-0.005936233326792717,0.01817932166159153,-0.012994742020964622
Dendritic cell - cDC1,imu,fatty_acid_metabolism_mean,0.05830346792936325,0.051321450620889664,-0.006982017308473587,0.07348380982875824,0.015180341899394989
Dendritic cell - cDC1,imu,glycolysis_mean,0.23072077333927155,0.2634996771812439,0.03277890384197235,0.3274509906768799,0.09673021733760834
Dendritic cell - cDC1,imu,hypoxia_mean,0.14097529649734497,0.16212846338748932,0.021153166890144348,0.2165096253156662,0.07553432881832123
Dendritic cell - cDC1,imu,inflammation_mean,0.06872924417257309,0.07937715947628021,0.010647915303707123,0.1031220406293869,0.03439279645681381
Dendritic cell - cDC1,imu,oxidative_phosphorylation_mean,0.25203952193260193,0.28347861766815186,0.03143909573554993,0.28703731298446655,0.034997791051864624
Dendritic cell - cDC1,imu,retinoid_vitamin_a_mean,0.006323167588561773,0.003796468023210764,-0.0025266995653510094,0.0082936380058527,0.001970470417290926
Dendritic cell - cDC1,imu,epithelial_bile_urea_transport_mean,0.0036765781696885824,0.0007339830626733601,-0.0029425951070152223,0.0014432223979383707,-0.0022333557717502117
Dendritic cell - cDC1,imu,fibrotic_amino_acid_transport_mean,0.05092085152864456,0.04849545657634735,-0.0024253949522972107,0.05690281465649605,0.005981963127851486
Dendritic cell - cDC2,epi,bile_acid_transport_mean,0.02384215220808983,0.008645386435091496,-0.015196765772998333,0.010272173210978508,-0.01356997899711132
Dendritic cell - cDC2,epi,ecm_remodeling_mean,0.03014088049530983,0.03874283656477928,0.008601956069469452,0.05068827420473099,0.020547393709421158
Dendritic cell - cDC2,epi,epithelial_repair_mean,0.0781053751707077,0.03880339860916138,-0.039301976561546326,0.0177959892898798,-0.060309385880827904
Dendritic cell - cDC2,epi,fatty_acid_metabolism_mean,0.06576373428106308,0.07952452450990677,0.013760790228843689,0.09274011850357056,0.026976384222507477
Dendritic cell - cDC2,epi,glycolysis_mean,0.18804316222667694,0.240633025765419,0.052589863538742065,0.2958052456378937,0.10776208341121674
Dendritic cell - cDC2,epi,hypoxia_mean,0.1446598470211029,0.1723727285861969,0.027712881565093994,0.17456793785095215,0.029908090829849243
Dendritic cell - cDC2,epi,inflammation_mean,0.08619139343500137,0.12504518032073975,0.03885378688573837,0.04876226931810379,-0.03742912411689758
Dendritic cell - cDC2,epi,oxidative_phosphorylation_mean,0.20663747191429138,0.21529242396354675,0.008654952049255371,0.30513307452201843,0.09849560260772705
Dendritic cell - cDC2,epi,retinoid_vitamin_a_mean,0.018701957538723946,0.011550508439540863,-0.007151449099183083,0.00970196258276701,-0.008999994955956936
Dendritic cell - cDC2,epi,epithelial_bile_urea_transport_mean,0.02236974611878395,0.017176227644085884,-0.005193518474698067,0.024288007989525795,0.0019182618707418442
Dendritic cell - cDC2,epi,fibrotic_amino_acid_transport_mean,0.10361577570438385,0.09522372484207153,-0.008392050862312317,0.08223313093185425,-0.021382644772529602
Dendritic cell - cDC2,imu,bile_acid_transport_mean,0.005619995761662722,0.0021944658365100622,-0.0034255299251526594,0.0010141271632164717,-0.00460586859844625
Dendritic cell - cDC2,imu,ecm_remodeling_mean,0.06259088963270187,0.06146453320980072,-0.0011263564229011536,0.06786201894283295,0.005271129310131073
Dendritic cell - cDC2,imu,epithelial_repair_mean,0.035971950739622116,0.025863775983452797,-0.01010817475616932,0.01483830250799656,-0.021133648231625557
Dendritic cell - cDC2,imu,fatty_acid_metabolism_mean,0.07692642509937286,0.07395999133586884,-0.0029664337635040283,0.06664566695690155,-0.010280758142471313
Dendritic cell - cDC2,imu,glycolysis_mean,0.24197590351104736,0.25096553564071655,0.00898963212966919,0.2675793468952179,0.025603443384170532
Dendritic cell - cDC2,imu,hypoxia_mean,0.18211081624031067,0.19075852632522583,0.008647710084915161,0.1666879951953888,-0.015422821044921875
Dendritic cell - cDC2,imu,inflammation_mean,0.19059209525585175,0.19631817936897278,0.005726084113121033,0.20208527147769928,0.011493176221847534
Dendritic cell - cDC2,imu,oxidative_phosphorylation_mean,0.2708966135978699,0.2672179341316223,-0.0036786794662475586,0.2305297702550888,-0.04036684334278107
Dendritic cell - cDC2,imu,retinoid_vitamin_a_mean,0.010875718668103218,0.012016363441944122,0.0011406447738409042,0.02117975801229477,0.010304039344191551
Dendritic cell - cDC2,imu,epithelial_bile_urea_transport_mean,0.006989732850342989,0.004119546618312597,-0.0028701862320303917,0.0018592330161482096,-0.005130499834194779
Dendritic cell - cDC2,imu,fibrotic_amino_acid_transport_mean,0.09541493654251099,0.10592006891965866,0.010505132377147675,0.1600629836320877,0.06464804708957672
Enteric glia,imu,bile_acid_transport_mean,0.006697820965200663,0.012693110853433609,0.005995289888232946,0.0,-0.006697820965200663
Enteric glia,imu,ecm_remodeling_mean,0.2215099036693573,0.2886214256286621,0.06711152195930481,0.371654748916626,0.15014484524726868
Enteric glia,imu,epithelial_repair_mean,0.0636826753616333,0.0685795396566391,0.004896864295005798,0.005301099270582199,-0.0583815760910511
Enteric glia,imu,fatty_acid_metabolism_mean,0.04156171530485153,0.055731769651174545,0.014170054346323013,0.025450456887483597,-0.016111258417367935
Enteric glia,imu,glycolysis_mean,0.09892202168703079,0.1299462616443634,0.03102423995733261,0.08768109232187271,-0.011240929365158081
Enteric glia,imu,hypoxia_mean,0.0878937840461731,0.10766661912202835,0.019772835075855255,0.11556532233953476,0.027671538293361664
Enteric glia,imu,inflammation_mean,0.1192178726196289,0.09467991441488266,-0.024537958204746246,0.13943932950496674,0.02022145688533783
Enteric glia,imu,oxidative_phosphorylation_mean,0.10920296609401703,0.15981048345565796,0.05060751736164093,0.1762080043554306,0.06700503826141357
Enteric glia,imu,retinoid_vitamin_a_mean,0.11934451758861542,0.11678043007850647,-0.0025640875101089478,0.10248906910419464,-0.016855448484420776
Enteric glia,imu,epithelial_bile_urea_transport_mean,0.0027786034625023603,0.0004690342757385224,-0.002309569186763838,0.0,-0.0027786034625023603
Enteric glia,imu,fibrotic_amino_acid_transport_mean,0.07671023905277252,0.07682796567678452,0.00011772662401199341,0.08018940687179565,0.0034791678190231323
Enterocyte-ANPEP-hi,epi,bile_acid_transport_mean,0.32566919922828674,0.345577210187912,0.019908010959625244,,
Enterocyte-ANPEP-hi,epi,ecm_remodeling_mean,0.002381405094638467,0.0038890389259904623,0.0015076338313519955,,
