annotation2v2,status,fraction,gene,n_cells,mean_expression,fraction_expressing
Colonocytes-LGALS4-hi,H,imu,SLC7A5,1299,0.002238436136394739,0.003079291762894534
Colonocytes-LGALS4-hi,H,imu,SLC7A8,1299,0.016564687713980675,0.02155504234026174
Colonocytes-LGALS4-hi,H,imu,SLCO1A2,1299,0.0,0.0
Colonocytes-LGALS4-hi,H,imu,SLCO1B1,1299,0.0,0.0
Colonocytes-LGALS4-hi,H,imu,SLCO1B3,1299,0.0,0.0
Colonocytes-LGALS4-hi,H,imu,SLCO2B1,1299,0.006159584037959576,0.011547344110854504
Colonocytes-LGALS4-hi,H,imu,SLCO4A1,1299,0.0015526171773672104,0.003079291762894534
Colonocytes-LGALS4-hi,I,epi,ABCB1,200,0.005749527830630541,0.005
Colonocytes-LGALS4-hi,I,epi,ABCB11,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,ABCC1,200,0.0030540472362190485,0.005
Colonocytes-LGALS4-hi,I,epi,ABCC2,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,ABCC3,200,0.005749527830630541,0.005
Colonocytes-LGALS4-hi,I,epi,ABCC4,200,0.0011623501777648926,0.005
Colonocytes-LGALS4-hi,I,epi,SLC10A1,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC10A2,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC13A5,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC14A1,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC14A2,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC15A3,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC15A4,200,0.008357441052794456,0.005
Colonocytes-LGALS4-hi,I,epi,SLC16A10,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC1A4,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC1A5,200,0.04082411155104637,0.03
Colonocytes-LGALS4-hi,I,epi,SLC22A7,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC36A2,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC38A1,200,0.03830481693148613,0.03
Colonocytes-LGALS4-hi,I,epi,SLC38A2,200,0.025861280038952827,0.02
Colonocytes-LGALS4-hi,I,epi,SLC38A3,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC38A4,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC38A6,200,0.002400633180513978,0.005
Colonocytes-LGALS4-hi,I,epi,SLC3A2,200,0.0238336268812418,0.025
Colonocytes-LGALS4-hi,I,epi,SLC43A1,200,0.010420577600598335,0.015
Colonocytes-LGALS4-hi,I,epi,SLC43A2,200,0.012942381203174591,0.02
Colonocytes-LGALS4-hi,I,epi,SLC51A,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC51B,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC5A1,200,0.05387529358267784,0.045
Colonocytes-LGALS4-hi,I,epi,SLC5A5,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC6A15,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC6A16,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC7A10,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC7A11,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLC7A5,200,0.01968090422451496,0.02
Colonocytes-LGALS4-hi,I,epi,SLC7A8,200,0.022749152034521103,0.015
Colonocytes-LGALS4-hi,I,epi,SLCO1A2,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLCO1B1,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLCO1B3,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLCO2B1,200,0.0,0.0
Colonocytes-LGALS4-hi,I,epi,SLCO4A1,200,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,ABCB1,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,ABCB11,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,ABCC1,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,ABCC2,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,ABCC3,25,0.057316578924655914,0.04
Colonocytes-LGALS4-hi,I,imu,ABCC4,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC10A1,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC10A2,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC13A5,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC14A1,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC14A2,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC15A3,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC15A4,25,0.0924198180437088,0.08
Colonocytes-LGALS4-hi,I,imu,SLC16A10,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC1A4,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC1A5,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC22A7,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC36A2,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC38A1,25,0.05846071243286133,0.04
Colonocytes-LGALS4-hi,I,imu,SLC38A2,25,0.0905991643667221,0.08
Colonocytes-LGALS4-hi,I,imu,SLC38A3,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC38A4,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC38A6,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC3A2,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC43A1,25,0.08877553790807724,0.08
Colonocytes-LGALS4-hi,I,imu,SLC43A2,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC51A,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC51B,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC5A1,25,0.09280034154653549,0.08
Colonocytes-LGALS4-hi,I,imu,SLC5A5,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC6A15,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC6A16,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC7A10,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC7A11,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC7A5,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLC7A8,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLCO1A2,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLCO1B1,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLCO1B3,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLCO2B1,25,0.0,0.0
Colonocytes-LGALS4-hi,I,imu,SLCO4A1,25,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,ABCB1,2518,0.016051683574914932,0.019062748212867357
Colonocytes-LGALS4-hi,N,epi,ABCB11,2518,5.318129115039483e-05,0.0003971405877680699
Colonocytes-LGALS4-hi,N,epi,ABCC1,2518,0.0028033910784870386,0.003971405877680699
Colonocytes-LGALS4-hi,N,epi,ABCC2,2518,0.0026079975068569183,0.0023828435266084196
Colonocytes-LGALS4-hi,N,epi,ABCC3,2518,0.04344676062464714,0.060762509928514695
Colonocytes-LGALS4-hi,N,epi,ABCC4,2518,0.0038889232091605663,0.005957108816521049
Colonocytes-LGALS4-hi,N,epi,SLC10A1,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLC10A2,2518,0.003881049109622836,0.007148530579825258
Colonocytes-LGALS4-hi,N,epi,SLC13A5,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLC14A1,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLC14A2,2518,0.0003703775873873383,0.0003971405877680699
Colonocytes-LGALS4-hi,N,epi,SLC15A3,2518,0.0031280622351914644,0.007545671167593328
Colonocytes-LGALS4-hi,N,epi,SLC15A4,2518,0.010440078563988209,0.014694201747418586
Colonocytes-LGALS4-hi,N,epi,SLC16A10,2518,0.0066577373072505,0.009531374106433678
Colonocytes-LGALS4-hi,N,epi,SLC1A4,2518,0.00253415503539145,0.004765687053216839
Colonocytes-LGALS4-hi,N,epi,SLC1A5,2518,0.0338345430791378,0.049642573471008734
Colonocytes-LGALS4-hi,N,epi,SLC22A7,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLC36A2,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLC38A1,2518,0.060575634241104126,0.07664813343923749
Colonocytes-LGALS4-hi,N,epi,SLC38A2,2518,0.030214056372642517,0.03931691818903892
Colonocytes-LGALS4-hi,N,epi,SLC38A3,2518,0.0006663925596512854,0.0003971405877680699
Colonocytes-LGALS4-hi,N,epi,SLC38A4,2518,0.002081476617604494,0.0019857029388403494
Colonocytes-LGALS4-hi,N,epi,SLC38A6,2518,0.0027594503480941057,0.003574265289912629
Colonocytes-LGALS4-hi,N,epi,SLC3A2,2518,0.028959721326828003,0.04765687053216839
Colonocytes-LGALS4-hi,N,epi,SLC43A1,2518,0.004939141217619181,0.006751389992057188
Colonocytes-LGALS4-hi,N,epi,SLC43A2,2518,0.0035847879480570555,0.007545671167593328
Colonocytes-LGALS4-hi,N,epi,SLC51A,2518,0.028457580134272575,0.04011119936457506
Colonocytes-LGALS4-hi,N,epi,SLC51B,2518,0.0373205803334713,0.04646544876886418
Colonocytes-LGALS4-hi,N,epi,SLC5A1,2518,0.03766338527202606,0.05242255758538523
Colonocytes-LGALS4-hi,N,epi,SLC5A5,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLC6A15,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLC6A16,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLC7A10,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLC7A11,2518,0.003374977968633175,0.008339952343129467
Colonocytes-LGALS4-hi,N,epi,SLC7A5,2518,0.0031051153782755136,0.007148530579825258
Colonocytes-LGALS4-hi,N,epi,SLC7A8,2518,0.017273852601647377,0.022239872915011914
Colonocytes-LGALS4-hi,N,epi,SLCO1A2,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLCO1B1,2518,0.0,0.0
Colonocytes-LGALS4-hi,N,epi,SLCO1B3,2518,0.00032628377084620297,0.0019857029388403494
Colonocytes-LGALS4-hi,N,epi,SLCO2B1,2518,0.006125051062554121,0.010325655281969817
Colonocytes-LGALS4-hi,N,epi,SLCO4A1,2518,0.003496685530990362,0.009134233518665607
Colonocytes-LGALS4-hi,N,imu,ABCB1,2691,0.021817481145262718,0.020810107766629504
Colonocytes-LGALS4-hi,N,imu,ABCB11,2691,0.0004001136985607445,0.0003716090672612412
Colonocytes-LGALS4-hi,N,imu,ABCC1,2691,0.005229111295193434,0.005945745076179859
Colonocytes-LGALS4-hi,N,imu,ABCC2,2691,0.0011972719803452492,0.0011148272017837235
Colonocytes-LGALS4-hi,N,imu,ABCC3,2691,0.025750601664185524,0.029357116313638052
Colonocytes-LGALS4-hi,N,imu,ABCC4,2691,0.004403408151119947,0.005202526941657376
Colonocytes-LGALS4-hi,N,imu,SLC10A1,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC10A2,2691,0.01012833695858717,0.010405053883314752
Colonocytes-LGALS4-hi,N,imu,SLC13A5,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC14A1,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC14A2,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC15A3,2691,0.0013083304511383176,0.0014864362690449647
Colonocytes-LGALS4-hi,N,imu,SLC15A4,2691,0.0022397558204829693,0.004087699739873653
Colonocytes-LGALS4-hi,N,imu,SLC16A10,2691,0.004151630215346813,0.004830917874396135
Colonocytes-LGALS4-hi,N,imu,SLC1A4,2691,0.002618478611111641,0.004459308807134894
Colonocytes-LGALS4-hi,N,imu,SLC1A5,2691,0.02311680093407631,0.028985507246376812
Colonocytes-LGALS4-hi,N,imu,SLC22A7,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC36A2,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC38A1,2691,0.05127141997218132,0.055741360089186176
Colonocytes-LGALS4-hi,N,imu,SLC38A2,2691,0.02843639813363552,0.033816425120772944
Colonocytes-LGALS4-hi,N,imu,SLC38A3,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC38A4,2691,0.0007915544556453824,0.0007432181345224824
Colonocytes-LGALS4-hi,N,imu,SLC38A6,2691,0.003762234468013048,0.0037160906726124115
Colonocytes-LGALS4-hi,N,imu,SLC3A2,2691,0.033078379929065704,0.03864734299516908
Colonocytes-LGALS4-hi,N,imu,SLC43A1,2691,0.0022136459592729807,0.002601263470828688
Colonocytes-LGALS4-hi,N,imu,SLC43A2,2691,0.006275978870689869,0.008547008547008548
Colonocytes-LGALS4-hi,N,imu,SLC51A,2691,0.019959257915616035,0.021924934968413228
Colonocytes-LGALS4-hi,N,imu,SLC51B,2691,0.049068570137023926,0.04756596060943887
Colonocytes-LGALS4-hi,N,imu,SLC5A1,2691,0.04987810552120209,0.04793756967670011
Colonocytes-LGALS4-hi,N,imu,SLC5A5,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC6A15,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC6A16,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC7A10,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLC7A11,2691,0.0019095275783911347,0.0018580453363062058
Colonocytes-LGALS4-hi,N,imu,SLC7A5,2691,0.0037564632948487997,0.004459308807134894
Colonocytes-LGALS4-hi,N,imu,SLC7A8,2691,0.020862339064478874,0.023039762170196952
Colonocytes-LGALS4-hi,N,imu,SLCO1A2,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLCO1B1,2691,0.0,0.0
Colonocytes-LGALS4-hi,N,imu,SLCO1B3,2691,0.0008739925688132644,0.0011148272017837235
Colonocytes-LGALS4-hi,N,imu,SLCO2B1,2691,0.009956189431250095,0.011891490152359718
Colonocytes-LGALS4-hi,N,imu,SLCO4A1,2691,0.0019284781301394105,0.0029728725380899295
Contractile pericytes,F,imu,ABCB1,125,0.0,0.0
Contractile pericytes,F,imu,ABCB11,125,0.0,0.0
Contractile pericytes,F,imu,ABCC1,125,0.00807527732104063,0.008
Contractile pericytes,F,imu,ABCC2,125,0.0,0.0
Contractile pericytes,F,imu,ABCC3,125,0.0,0.0
Contractile pericytes,F,imu,ABCC4,125,0.0047690304927527905,0.008
Contractile pericytes,F,imu,SLC10A1,125,0.0,0.0
Contractile pericytes,F,imu,SLC10A2,125,0.0,0.0
Contractile pericytes,F,imu,SLC13A5,125,0.0,0.0
Contractile pericytes,F,imu,SLC14A1,125,0.0,0.0
Contractile pericytes,F,imu,SLC14A2,125,0.0043971543200314045,0.008
Contractile pericytes,F,imu,SLC15A3,125,0.003705887356773019,0.008
Contractile pericytes,F,imu,SLC15A4,125,0.017916454002261162,0.04
Contractile pericytes,F,imu,SLC16A10,125,0.0,0.0
Contractile pericytes,F,imu,SLC1A4,125,0.005052173975855112,0.008
Contractile pericytes,F,imu,SLC1A5,125,0.010980482213199139,0.016
Contractile pericytes,F,imu,SLC22A7,125,0.0,0.0
Contractile pericytes,F,imu,SLC36A2,125,0.0,0.0
Contractile pericytes,F,imu,SLC38A1,125,0.07676128298044205,0.112
Contractile pericytes,F,imu,SLC38A2,125,0.2398281842470169,0.352
Contractile pericytes,F,imu,SLC38A3,125,0.0,0.0
Contractile pericytes,F,imu,SLC38A4,125,0.0,0.0
Contractile pericytes,F,imu,SLC38A6,125,0.010102985426783562,0.016
Contractile pericytes,F,imu,SLC3A2,125,0.05091480910778046,0.088
Contractile pericytes,F,imu,SLC43A1,125,0.0065374430269002914,0.008
Contractile pericytes,F,imu,SLC43A2,125,0.004633001517504454,0.008
Contractile pericytes,F,imu,SLC51A,125,0.0015511164674535394,0.008
Contractile pericytes,F,imu,SLC51B,125,0.003982847090810537,0.008
Contractile pericytes,F,imu,SLC5A1,125,0.0,0.0
Contractile pericytes,F,imu,SLC5A5,125,0.0,0.0
Contractile pericytes,F,imu,SLC6A15,125,0.0,0.0
Contractile pericytes,F,imu,SLC6A16,125,0.007544908672571182,0.016
Contractile pericytes,F,imu,SLC7A10,125,0.0,0.0
Contractile pericytes,F,imu,SLC7A11,125,0.008079360239207745,0.008
Contractile pericytes,F,imu,SLC7A5,125,0.013956363312900066,0.024
Contractile pericytes,F,imu,SLC7A8,125,0.006166089791804552,0.008
Contractile pericytes,F,imu,SLCO1A2,125,0.0,0.0
Contractile pericytes,F,imu,SLCO1B1,125,0.0,0.0
Contractile pericytes,F,imu,SLCO1B3,125,0.0,0.0
Contractile pericytes,F,imu,SLCO2B1,125,0.0,0.0
Contractile pericytes,F,imu,SLCO4A1,125,0.0,0.0
Contractile pericytes,H,epi,ABCB1,1,0.0,0.0
Contractile pericytes,H,epi,ABCB11,1,0.0,0.0
Contractile pericytes,H,epi,ABCC1,1,0.0,0.0
Contractile pericytes,H,epi,ABCC2,1,0.0,0.0
Contractile pericytes,H,epi,ABCC3,1,0.0,0.0
Contractile pericytes,H,epi,ABCC4,1,0.0,0.0
Contractile pericytes,H,epi,SLC10A1,1,0.0,0.0
Contractile pericytes,H,epi,SLC10A2,1,0.0,0.0
Contractile pericytes,H,epi,SLC13A5,1,0.0,0.0
Contractile pericytes,H,epi,SLC14A1,1,0.0,0.0
Contractile pericytes,H,epi,SLC14A2,1,0.0,0.0
Contractile pericytes,H,epi,SLC15A3,1,0.47425317764282227,1.0
Contractile pericytes,H,epi,SLC15A4,1,0.47425317764282227,1.0
Contractile pericytes,H,epi,SLC16A10,1,0.0,0.0
Contractile pericytes,H,epi,SLC1A4,1,0.0,0.0
Contractile pericytes,H,epi,SLC1A5,1,0.0,0.0
Contractile pericytes,H,epi,SLC22A7,1,0.0,0.0
Contractile pericytes,H,epi,SLC36A2,1,0.0,0.0
Contractile pericytes,H,epi,SLC38A1,1,0.0,0.0
Contractile pericytes,H,epi,SLC38A2,1,0.0,0.0
Contractile pericytes,H,epi,SLC38A3,1,0.0,0.0
Contractile pericytes,H,epi,SLC38A4,1,0.0,0.0
Contractile pericytes,H,epi,SLC38A6,1,0.0,0.0
Contractile pericytes,H,epi,SLC3A2,1,0.0,0.0
Contractile pericytes,H,epi,SLC43A1,1,0.0,0.0
Contractile pericytes,H,epi,SLC43A2,1,0.0,0.0
Contractile pericytes,H,epi,SLC51A,1,0.0,0.0
Contractile pericytes,H,epi,SLC51B,1,0.0,0.0
Contractile pericytes,H,epi,SLC5A1,1,0.47425317764282227,1.0
Contractile pericytes,H,epi,SLC5A5,1,0.0,0.0
Contractile pericytes,H,epi,SLC6A15,1,0.0,0.0
Contractile pericytes,H,epi,SLC6A16,1,0.0,0.0
Contractile pericytes,H,epi,SLC7A10,1,0.0,0.0
Contractile pericytes,H,epi,SLC7A11,1,0.0,0.0
Contractile pericytes,H,epi,SLC7A5,1,0.0,0.0
Contractile pericytes,H,epi,SLC7A8,1,0.0,0.0
Contractile pericytes,H,epi,SLCO1A2,1,0.0,0.0
Contractile pericytes,H,epi,SLCO1B1,1,0.0,0.0
Contractile pericytes,H,epi,SLCO1B3,1,0.0,0.0
Contractile pericytes,H,epi,SLCO2B1,1,0.0,0.0
Contractile pericytes,H,epi,SLCO4A1,1,0.0,0.0
Contractile pericytes,H,imu,ABCB1,40,0.0,0.0
Contractile pericytes,H,imu,ABCB11,40,0.0,0.0
Contractile pericytes,H,imu,ABCC1,40,0.0,0.0
Contractile pericytes,H,imu,ABCC2,40,0.0,0.0
Contractile pericytes,H,imu,ABCC3,40,0.0,0.0
Contractile pericytes,H,imu,ABCC4,40,0.0,0.0
Contractile pericytes,H,imu,SLC10A1,40,0.0,0.0
Contractile pericytes,H,imu,SLC10A2,40,0.0,0.0
Contractile pericytes,H,imu,SLC13A5,40,0.0,0.0
Contractile pericytes,H,imu,SLC14A1,40,0.0,0.0
Contractile pericytes,H,imu,SLC14A2,40,0.0,0.0
Contractile pericytes,H,imu,SLC15A3,40,0.0,0.0
Contractile pericytes,H,imu,SLC15A4,40,0.03569003567099571,0.05
Contractile pericytes,H,imu,SLC16A10,40,0.0,0.0
Contractile pericytes,H,imu,SLC1A4,40,0.0,0.0
Contractile pericytes,H,imu,SLC1A5,40,0.06738956272602081,0.1
Contractile pericytes,H,imu,SLC22A7,40,0.0,0.0
Contractile pericytes,H,imu,SLC36A2,40,0.0,0.0
Contractile pericytes,H,imu,SLC38A1,40,0.07223324477672577,0.125
Contractile pericytes,H,imu,SLC38A2,40,0.3209734857082367,0.375
Contractile pericytes,H,imu,SLC38A3,40,0.0,0.0
Contractile pericytes,H,imu,SLC38A4,40,0.0,0.0
Contractile pericytes,H,imu,SLC38A6,40,0.04041330888867378,0.075
Contractile pericytes,H,imu,SLC3A2,40,0.03585856035351753,0.075
Contractile pericytes,H,imu,SLC43A1,40,0.0,0.0
Contractile pericytes,H,imu,SLC43A2,40,0.0107448510825634,0.025
Contractile pericytes,H,imu,SLC51A,40,0.0,0.0
Contractile pericytes,H,imu,SLC51B,40,0.0,0.0
Contractile pericytes,H,imu,SLC5A1,40,0.0,0.0
Contractile pericytes,H,imu,SLC5A5,40,0.0,0.0
Contractile pericytes,H,imu,SLC6A15,40,0.0,0.0
Contractile pericytes,H,imu,SLC6A16,40,0.0,0.0
Contractile pericytes,H,imu,SLC7A10,40,0.0,0.0
Contractile pericytes,H,imu,SLC7A11,40,0.0,0.0
Contractile pericytes,H,imu,SLC7A5,40,0.0,0.0
Contractile pericytes,H,imu,SLC7A8,40,0.0,0.0
Contractile pericytes,H,imu,SLCO1A2,40,0.0,0.0
Contractile pericytes,H,imu,SLCO1B1,40,0.0,0.0
Contractile pericytes,H,imu,SLCO1B3,40,0.0,0.0
Contractile pericytes,H,imu,SLCO2B1,40,0.0,0.0
Contractile pericytes,H,imu,SLCO4A1,40,0.0,0.0
Contractile pericytes,I,imu,ABCB1,1,0.0,0.0
Contractile pericytes,I,imu,ABCB11,1,0.0,0.0
Contractile pericytes,I,imu,ABCC1,1,0.0,0.0
Contractile pericytes,I,imu,ABCC2,1,0.0,0.0
Contractile pericytes,I,imu,ABCC3,1,0.0,0.0
Contractile pericytes,I,imu,ABCC4,1,0.0,0.0
Contractile pericytes,I,imu,SLC10A1,1,0.0,0.0
Contractile pericytes,I,imu,SLC10A2,1,0.0,0.0
Contractile pericytes,I,imu,SLC13A5,1,0.0,0.0
Contractile pericytes,I,imu,SLC14A1,1,0.0,0.0
Contractile pericytes,I,imu,SLC14A2,1,0.0,0.0
Contractile pericytes,I,imu,SLC15A3,1,0.0,0.0
Contractile pericytes,I,imu,SLC15A4,1,0.0,0.0
Contractile pericytes,I,imu,SLC16A10,1,0.0,0.0
Contractile pericytes,I,imu,SLC1A4,1,0.0,0.0
Contractile pericytes,I,imu,SLC1A5,1,0.0,0.0
Contractile pericytes,I,imu,SLC22A7,1,0.0,0.0
Contractile pericytes,I,imu,SLC36A2,1,0.0,0.0
Contractile pericytes,I,imu,SLC38A1,1,0.0,0.0
Contractile pericytes,I,imu,SLC38A2,1,0.4847126603126526,1.0
Contractile pericytes,I,imu,SLC38A3,1,0.0,0.0
Contractile pericytes,I,imu,SLC38A4,1,0.0,0.0
Contractile pericytes,I,imu,SLC38A6,1,0.0,0.0
Contractile pericytes,I,imu,SLC3A2,1,0.0,0.0
Contractile pericytes,I,imu,SLC43A1,1,0.0,0.0
Contractile pericytes,I,imu,SLC43A2,1,0.0,0.0
Contractile pericytes,I,imu,SLC51A,1,0.0,0.0
Contractile pericytes,I,imu,SLC51B,1,0.0,0.0
Contractile pericytes,I,imu,SLC5A1,1,0.0,0.0
Contractile pericytes,I,imu,SLC5A5,1,0.0,0.0
Contractile pericytes,I,imu,SLC6A15,1,0.0,0.0
Contractile pericytes,I,imu,SLC6A16,1,0.0,0.0
Contractile pericytes,I,imu,SLC7A10,1,0.0,0.0
Contractile pericytes,I,imu,SLC7A11,1,0.0,0.0
Contractile pericytes,I,imu,SLC7A5,1,0.0,0.0
Contractile pericytes,I,imu,SLC7A8,1,0.0,0.0
Contractile pericytes,I,imu,SLCO1A2,1,0.0,0.0
Contractile pericytes,I,imu,SLCO1B1,1,0.0,0.0
Contractile pericytes,I,imu,SLCO1B3,1,0.0,0.0
Contractile pericytes,I,imu,SLCO2B1,1,0.0,0.0
Contractile pericytes,I,imu,SLCO4A1,1,0.0,0.0
Contractile pericytes,N,imu,ABCB1,91,0.0022437400184571743,0.01098901098901099
Contractile pericytes,N,imu,ABCB11,91,0.0,0.0
Contractile pericytes,N,imu,ABCC1,91,0.011975068598985672,0.02197802197802198
Contractile pericytes,N,imu,ABCC2,91,0.011126156896352768,0.01098901098901099
Contractile pericytes,N,imu,ABCC3,91,0.0,0.0
Contractile pericytes,N,imu,ABCC4,91,0.0,0.0
Contractile pericytes,N,imu,SLC10A1,91,0.0,0.0
Contractile pericytes,N,imu,SLC10A2,91,0.0,0.0
Contractile pericytes,N,imu,SLC13A5,91,0.0,0.0
Contractile pericytes,N,imu,SLC14A1,91,0.0,0.0
Contractile pericytes,N,imu,SLC14A2,91,0.0,0.0
Contractile pericytes,N,imu,SLC15A3,91,0.0,0.0
Contractile pericytes,N,imu,SLC15A4,91,0.019972657784819603,0.02197802197802198
Contractile pericytes,N,imu,SLC16A10,91,0.0,0.0
Contractile pericytes,N,imu,SLC1A4,91,0.00391267379745841,0.02197802197802198
Contractile pericytes,N,imu,SLC1A5,91,0.015646452084183693,0.02197802197802198
Contractile pericytes,N,imu,SLC22A7,91,0.0,0.0
Contractile pericytes,N,imu,SLC36A2,91,0.0,0.0
Contractile pericytes,N,imu,SLC38A1,91,0.05500257387757301,0.10989010989010989
Contractile pericytes,N,imu,SLC38A2,91,0.2986942231655121,0.3516483516483517
Contractile pericytes,N,imu,SLC38A3,91,0.0,0.0
Contractile pericytes,N,imu,SLC38A4,91,0.0,0.0
Contractile pericytes,N,imu,SLC38A6,91,0.012768612243235111,0.02197802197802198
Contractile pericytes,N,imu,SLC3A2,91,0.09242712706327438,0.15384615384615385
Contractile pericytes,N,imu,SLC43A1,91,0.026203051209449768,0.04395604395604396
Contractile pericytes,N,imu,SLC43A2,91,0.00377812422811985,0.01098901098901099
Contractile pericytes,N,imu,SLC51A,91,0.0,0.0
Contractile pericytes,N,imu,SLC51B,91,0.0,0.0
Contractile pericytes,N,imu,SLC5A1,91,0.01787947490811348,0.02197802197802198
Contractile pericytes,N,imu,SLC5A5,91,0.0,0.0
Contractile pericytes,N,imu,SLC6A15,91,0.0,0.0
Contractile pericytes,N,imu,SLC6A16,91,0.006499457638710737,0.01098901098901099
Contractile pericytes,N,imu,SLC7A10,91,0.0,0.0
Contractile pericytes,N,imu,SLC7A11,91,0.0,0.0
Contractile pericytes,N,imu,SLC7A5,91,0.017959164455533028,0.03296703296703297
Contractile pericytes,N,imu,SLC7A8,91,0.0,0.0
Contractile pericytes,N,imu,SLCO1A2,91,0.0,0.0
Contractile pericytes,N,imu,SLCO1B1,91,0.0,0.0
Contractile pericytes,N,imu,SLCO1B3,91,0.0,0.0
Contractile pericytes,N,imu,SLCO2B1,91,0.0,0.0
