annotation2v2,status,fraction,gene,n_cells,mean_expression,fraction_expressing
Arterial endothelium,F,epi,ABCB1,6,0.04121258854866028,0.16666666666666666
Arterial endothelium,F,epi,ABCB11,6,0.04499145969748497,0.16666666666666666
Arterial endothelium,F,epi,ABCC1,6,0.0,0.0
Arterial endothelium,F,epi,ABCC2,6,0.0,0.0
Arterial endothelium,F,epi,ABCC3,6,0.0,0.0
Arterial endothelium,F,epi,ABCC4,6,0.04499145969748497,0.16666666666666666
Arterial endothelium,F,epi,SLC10A1,6,0.0,0.0
Arterial endothelium,F,epi,SLC10A2,6,0.0,0.0
Arterial endothelium,F,epi,SLC13A5,6,0.0,0.0
Arterial endothelium,F,epi,SLC14A1,6,0.0,0.0
Arterial endothelium,F,epi,SLC14A2,6,0.0,0.0
Arterial endothelium,F,epi,SLC15A3,6,0.0,0.0
Arterial endothelium,F,epi,SLC15A4,6,0.0,0.0
Arterial endothelium,F,epi,SLC16A10,6,0.0,0.0
Arterial endothelium,F,epi,SLC1A4,6,0.0,0.0
Arterial endothelium,F,epi,SLC1A5,6,0.04121258854866028,0.16666666666666666
Arterial endothelium,F,epi,SLC22A7,6,0.0,0.0
Arterial endothelium,F,epi,SLC36A2,6,0.0,0.0
Arterial endothelium,F,epi,SLC38A1,6,0.04121258854866028,0.16666666666666666
Arterial endothelium,F,epi,SLC38A2,6,0.04499145969748497,0.16666666666666666
Arterial endothelium,F,epi,SLC38A3,6,0.0,0.0
Arterial endothelium,F,epi,SLC38A4,6,0.0,0.0
Arterial endothelium,F,epi,SLC38A6,6,0.0,0.0
Arterial endothelium,F,epi,SLC3A2,6,0.04121258854866028,0.16666666666666666
Arterial endothelium,F,epi,SLC43A1,6,0.0,0.0
Arterial endothelium,F,epi,SLC43A2,6,0.0,0.0
Arterial endothelium,F,epi,SLC51A,6,0.0,0.0
Arterial endothelium,F,epi,SLC51B,6,0.0,0.0
Arterial endothelium,F,epi,SLC5A1,6,0.0,0.0
Arterial endothelium,F,epi,SLC5A5,6,0.0,0.0
Arterial endothelium,F,epi,SLC6A15,6,0.0,0.0
Arterial endothelium,F,epi,SLC6A16,6,0.0,0.0
Arterial endothelium,F,epi,SLC7A10,6,0.0,0.0
Arterial endothelium,F,epi,SLC7A11,6,0.0,0.0
Arterial endothelium,F,epi,SLC7A5,6,0.0,0.0
Arterial endothelium,F,epi,SLC7A8,6,0.0,0.0
Arterial endothelium,F,epi,SLCO1A2,6,0.0,0.0
Arterial endothelium,F,epi,SLCO1B1,6,0.0,0.0
Arterial endothelium,F,epi,SLCO1B3,6,0.0,0.0
Arterial endothelium,F,epi,SLCO2B1,6,0.0,0.0
Arterial endothelium,F,epi,SLCO4A1,6,0.04121258854866028,0.16666666666666666
Arterial endothelium,F,imu,ABCB1,720,0.07550223171710968,0.20833333333333334
Arterial endothelium,F,imu,ABCB11,720,0.0009189481497742236,0.002777777777777778
Arterial endothelium,F,imu,ABCC1,720,0.022222714498639107,0.07777777777777778
Arterial endothelium,F,imu,ABCC2,720,0.0012167065870016813,0.005555555555555556
Arterial endothelium,F,imu,ABCC3,720,0.008122149854898453,0.03611111111111111
Arterial endothelium,F,imu,ABCC4,720,0.039495229721069336,0.12083333333333333
Arterial endothelium,F,imu,SLC10A1,720,9.390849299961701e-05,0.001388888888888889
Arterial endothelium,F,imu,SLC10A2,720,0.0003793384530581534,0.001388888888888889
Arterial endothelium,F,imu,SLC13A5,720,0.00016582829994149506,0.001388888888888889
Arterial endothelium,F,imu,SLC14A1,720,0.0005390994483605027,0.002777777777777778
Arterial endothelium,F,imu,SLC14A2,720,0.0,0.0
Arterial endothelium,F,imu,SLC15A3,720,0.06061640381813049,0.17083333333333334
Arterial endothelium,F,imu,SLC15A4,720,0.012591889128088951,0.04861111111111111
Arterial endothelium,F,imu,SLC16A10,720,0.0,0.0
Arterial endothelium,F,imu,SLC1A4,720,0.010582665912806988,0.0375
Arterial endothelium,F,imu,SLC1A5,720,0.09653252363204956,0.26666666666666666
Arterial endothelium,F,imu,SLC22A7,720,0.0,0.0
Arterial endothelium,F,imu,SLC36A2,720,0.0,0.0
Arterial endothelium,F,imu,SLC38A1,720,0.050435591489076614,0.14583333333333334
Arterial endothelium,F,imu,SLC38A2,720,0.395891398191452,0.6083333333333333
Arterial endothelium,F,imu,SLC38A3,720,0.0012015209067612886,0.004166666666666667
Arterial endothelium,F,imu,SLC38A4,720,5.293107096804306e-05,0.001388888888888889
Arterial endothelium,F,imu,SLC38A6,720,0.014833222143352032,0.05694444444444444
Arterial endothelium,F,imu,SLC3A2,720,0.1782466471195221,0.4083333333333333
Arterial endothelium,F,imu,SLC43A1,720,0.013414629735052586,0.05
Arterial endothelium,F,imu,SLC43A2,720,0.008634703233838081,0.03611111111111111
Arterial endothelium,F,imu,SLC51A,720,0.00028187455609440804,0.002777777777777778
Arterial endothelium,F,imu,SLC51B,720,0.005446574185043573,0.019444444444444445
Arterial endothelium,F,imu,SLC5A1,720,0.00030411288025788963,0.002777777777777778
Arterial endothelium,F,imu,SLC5A5,720,0.0,0.0
Arterial endothelium,F,imu,SLC6A15,720,0.0,0.0
Arterial endothelium,F,imu,SLC6A16,720,0.008495043031871319,0.020833333333333332
Arterial endothelium,F,imu,SLC7A10,720,0.0,0.0
Arterial endothelium,F,imu,SLC7A11,720,0.0035714011173695326,0.018055555555555554
Arterial endothelium,F,imu,SLC7A5,720,0.003059831215068698,0.015277777777777777
Arterial endothelium,F,imu,SLC7A8,720,0.0012503534089773893,0.005555555555555556
Arterial endothelium,F,imu,SLCO1A2,720,0.0,0.0
Arterial endothelium,F,imu,SLCO1B1,720,0.0,0.0
Arterial endothelium,F,imu,SLCO1B3,720,0.0038024201057851315,0.006944444444444444
Arterial endothelium,F,imu,SLCO2B1,720,0.015106038190424442,0.04722222222222222
Arterial endothelium,F,imu,SLCO4A1,720,0.028874561190605164,0.09027777777777778
Arterial endothelium,H,epi,ABCB1,11,0.2052576094865799,0.45454545454545453
Arterial endothelium,H,epi,ABCB11,11,0.0,0.0
Arterial endothelium,H,epi,ABCC1,11,0.045556019991636276,0.18181818181818182
Arterial endothelium,H,epi,ABCC2,11,0.0,0.0
Arterial endothelium,H,epi,ABCC3,11,0.024571506306529045,0.09090909090909091
Arterial endothelium,H,epi,ABCC4,11,0.07436230778694153,0.2727272727272727
Arterial endothelium,H,epi,SLC10A1,11,0.0,0.0
Arterial endothelium,H,epi,SLC10A2,11,0.0,0.0
Arterial endothelium,H,epi,SLC13A5,11,0.0,0.0
Arterial endothelium,H,epi,SLC14A1,11,0.0,0.0
Arterial endothelium,H,epi,SLC14A2,11,0.0,0.0
Arterial endothelium,H,epi,SLC15A3,11,0.0,0.0
Arterial endothelium,H,epi,SLC15A4,11,0.0,0.0
Arterial endothelium,H,epi,SLC16A10,11,0.0,0.0
Arterial endothelium,H,epi,SLC1A4,11,0.024942992255091667,0.09090909090909091
Arterial endothelium,H,epi,SLC1A5,11,0.0573573112487793,0.18181818181818182
Arterial endothelium,H,epi,SLC22A7,11,0.0,0.0
Arterial endothelium,H,epi,SLC36A2,11,0.0,0.0
Arterial endothelium,H,epi,SLC38A1,11,0.0504121333360672,0.18181818181818182
Arterial endothelium,H,epi,SLC38A2,11,0.2656686305999756,0.5454545454545454
Arterial endothelium,H,epi,SLC38A3,11,0.0,0.0
Arterial endothelium,H,epi,SLC38A4,11,0.0,0.0
Arterial endothelium,H,epi,SLC38A6,11,0.0,0.0
Arterial endothelium,H,epi,SLC3A2,11,0.1931999772787094,0.6363636363636364
Arterial endothelium,H,epi,SLC43A1,11,0.043364133685827255,0.18181818181818182
Arterial endothelium,H,epi,SLC43A2,11,0.027929695323109627,0.09090909090909091
Arterial endothelium,H,epi,SLC51A,11,0.0,0.0
Arterial endothelium,H,epi,SLC51B,11,0.0178451556712389,0.09090909090909091
Arterial endothelium,H,epi,SLC5A1,11,0.0,0.0
Arterial endothelium,H,epi,SLC5A5,11,0.0,0.0
Arterial endothelium,H,epi,SLC6A15,11,0.0,0.0
Arterial endothelium,H,epi,SLC6A16,11,0.02398039773106575,0.09090909090909091
Arterial endothelium,H,epi,SLC7A10,11,0.0,0.0
Arterial endothelium,H,epi,SLC7A11,11,0.0,0.0
Arterial endothelium,H,epi,SLC7A5,11,0.0,0.0
Arterial endothelium,H,epi,SLC7A8,11,0.0,0.0
Arterial endothelium,H,epi,SLCO1A2,11,0.0,0.0
Arterial endothelium,H,epi,SLCO1B1,11,0.0,0.0
Arterial endothelium,H,epi,SLCO1B3,11,0.045556019991636276,0.18181818181818182
Arterial endothelium,H,epi,SLCO2B1,11,0.0,0.0
Arterial endothelium,H,epi,SLCO4A1,11,0.0,0.0
Arterial endothelium,H,imu,ABCB1,298,0.08025563508272171,0.15771812080536912
Arterial endothelium,H,imu,ABCB11,298,0.0005155983380973339,0.003355704697986577
Arterial endothelium,H,imu,ABCC1,298,0.014548749662935734,0.04697986577181208
Arterial endothelium,H,imu,ABCC2,298,0.0,0.0
Arterial endothelium,H,imu,ABCC3,298,0.0028403280302882195,0.013422818791946308
Arterial endothelium,H,imu,ABCC4,298,0.07134785503149033,0.15100671140939598
Arterial endothelium,H,imu,SLC10A1,298,0.0005762827349826694,0.003355704697986577
Arterial endothelium,H,imu,SLC10A2,298,0.005338665563613176,0.003355704697986577
Arterial endothelium,H,imu,SLC13A5,298,0.0,0.0
Arterial endothelium,H,imu,SLC14A1,298,0.0,0.0
Arterial endothelium,H,imu,SLC14A2,298,0.0,0.0
Arterial endothelium,H,imu,SLC15A3,298,0.027554146945476532,0.06375838926174497
Arterial endothelium,H,imu,SLC15A4,298,0.010614156723022461,0.026845637583892617
Arterial endothelium,H,imu,SLC16A10,298,0.0,0.0
Arterial endothelium,H,imu,SLC1A4,298,0.012825317680835724,0.03355704697986577
Arterial endothelium,H,imu,SLC1A5,298,0.08271588385105133,0.16778523489932887
Arterial endothelium,H,imu,SLC22A7,298,0.0,0.0
Arterial endothelium,H,imu,SLC36A2,298,0.0,0.0
Arterial endothelium,H,imu,SLC38A1,298,0.02650406025350094,0.05704697986577181
Arterial endothelium,H,imu,SLC38A2,298,0.3089138865470886,0.4261744966442953
Arterial endothelium,H,imu,SLC38A3,298,0.0,0.0
Arterial endothelium,H,imu,SLC38A4,298,0.0,0.0
Arterial endothelium,H,imu,SLC38A6,298,0.006321161985397339,0.013422818791946308
Arterial endothelium,H,imu,SLC3A2,298,0.23748689889907837,0.3959731543624161
Arterial endothelium,H,imu,SLC43A1,298,0.017492160201072693,0.03355704697986577
Arterial endothelium,H,imu,SLC43A2,298,0.013835013844072819,0.026845637583892617
Arterial endothelium,H,imu,SLC51A,298,0.0,0.0
Arterial endothelium,H,imu,SLC51B,298,0.012911551631987095,0.020134228187919462
Arterial endothelium,H,imu,SLC5A1,298,0.003774357261136174,0.006711409395973154
Arterial endothelium,H,imu,SLC5A5,298,0.0,0.0
Arterial endothelium,H,imu,SLC6A15,298,0.0,0.0
Arterial endothelium,H,imu,SLC6A16,298,0.02113795280456543,0.03691275167785235
Arterial endothelium,H,imu,SLC7A10,298,0.0,0.0
Arterial endothelium,H,imu,SLC7A11,298,0.004059038124978542,0.006711409395973154
Arterial endothelium,H,imu,SLC7A5,298,0.006817973684519529,0.013422818791946308
Arterial endothelium,H,imu,SLC7A8,298,0.0010395543649792671,0.003355704697986577
Arterial endothelium,H,imu,SLCO1A2,298,0.0,0.0
Arterial endothelium,H,imu,SLCO1B1,298,0.0034289092291146517,0.003355704697986577
Arterial endothelium,H,imu,SLCO1B3,298,0.01603337749838829,0.03355704697986577
Arterial endothelium,H,imu,SLCO2B1,298,0.002216566354036331,0.003355704697986577
Arterial endothelium,H,imu,SLCO4A1,298,0.038739874958992004,0.06375838926174497
Arterial endothelium,I,imu,ABCB1,311,0.07349686324596405,0.24437299035369775
Arterial endothelium,I,imu,ABCB11,311,0.0021705185063183308,0.00964630225080386
Arterial endothelium,I,imu,ABCC1,311,0.01801922358572483,0.08681672025723473
Arterial endothelium,I,imu,ABCC2,311,0.008339589461684227,0.022508038585209004
Arterial endothelium,I,imu,ABCC3,311,0.011606103740632534,0.04823151125401929
Arterial endothelium,I,imu,ABCC4,311,0.04096459597349167,0.17684887459807075
Arterial endothelium,I,imu,SLC10A1,311,0.0,0.0
Arterial endothelium,I,imu,SLC10A2,311,0.0,0.0
Arterial endothelium,I,imu,SLC13A5,311,0.0,0.0
Arterial endothelium,I,imu,SLC14A1,311,0.0020278547890484333,0.006430868167202572
Arterial endothelium,I,imu,SLC14A2,311,0.0023463228717446327,0.00964630225080386
Arterial endothelium,I,imu,SLC15A3,311,0.04900505021214485,0.19614147909967847
Arterial endothelium,I,imu,SLC15A4,311,0.018076807260513306,0.0932475884244373
Arterial endothelium,I,imu,SLC16A10,311,0.0013356327544897795,0.00964630225080386
Arterial endothelium,I,imu,SLC1A4,311,0.01795230619609356,0.08681672025723473
Arterial endothelium,I,imu,SLC1A5,311,0.09427255392074585,0.3408360128617363
Arterial endothelium,I,imu,SLC22A7,311,0.0,0.0
Arterial endothelium,I,imu,SLC36A2,311,0.0006575824809260666,0.003215434083601286
Arterial endothelium,I,imu,SLC38A1,311,0.05197916924953461,0.2057877813504823
Arterial endothelium,I,imu,SLC38A2,311,0.6344872713088989,0.8520900321543409
Arterial endothelium,I,imu,SLC38A3,311,0.00021203629148658365,0.003215434083601286
Arterial endothelium,I,imu,SLC38A4,311,0.0,0.0
Arterial endothelium,I,imu,SLC38A6,311,0.013166899792850018,0.05787781350482315
Arterial endothelium,I,imu,SLC3A2,311,0.1877150684595108,0.5755627009646302
Arterial endothelium,I,imu,SLC43A1,311,0.022692294791340828,0.09967845659163987
Arterial endothelium,I,imu,SLC43A2,311,0.009140501730144024,0.05144694533762058
Arterial endothelium,I,imu,SLC51A,311,0.0,0.0
Arterial endothelium,I,imu,SLC51B,311,0.009501218795776367,0.022508038585209004
Arterial endothelium,I,imu,SLC5A1,311,0.0003393562219571322,0.003215434083601286
Arterial endothelium,I,imu,SLC5A5,311,0.0,0.0
Arterial endothelium,I,imu,SLC6A15,311,0.0,0.0
Arterial endothelium,I,imu,SLC6A16,311,0.014109077863395214,0.06430868167202572
Arterial endothelium,I,imu,SLC7A10,311,0.0,0.0
Arterial endothelium,I,imu,SLC7A11,311,0.008248512633144855,0.03858520900321544
Arterial endothelium,I,imu,SLC7A5,311,0.0029744927305728197,0.01929260450160772
Arterial endothelium,I,imu,SLC7A8,311,0.0,0.0
Arterial endothelium,I,imu,SLCO1A2,311,0.0,0.0
Arterial endothelium,I,imu,SLCO1B1,311,0.0,0.0
Arterial endothelium,I,imu,SLCO1B3,311,0.0,0.0
Arterial endothelium,I,imu,SLCO2B1,311,0.012378855608403683,0.06109324758842444
Arterial endothelium,I,imu,SLCO4A1,311,0.03801322728395462,0.17363344051446947
Arterial endothelium,N,imu,ABCB1,875,0.06476650387048721,0.152
Arterial endothelium,N,imu,ABCB11,875,0.0007278951234184206,0.002285714285714286
Arterial endothelium,N,imu,ABCC1,875,0.01593618467450142,0.044571428571428574
Arterial endothelium,N,imu,ABCC2,875,0.0016907474491745234,0.005714285714285714
Arterial endothelium,N,imu,ABCC3,875,0.006788223050534725,0.016
Arterial endothelium,N,imu,ABCC4,875,0.04636022076010704,0.104
Arterial endothelium,N,imu,SLC10A1,875,0.0,0.0
Arterial endothelium,N,imu,SLC10A2,875,0.00023054488701745868,0.001142857142857143
Arterial endothelium,N,imu,SLC13A5,875,0.00014663372712675482,0.001142857142857143
Arterial endothelium,N,imu,SLC14A1,875,0.009850483387708664,0.018285714285714287
Arterial endothelium,N,imu,SLC14A2,875,0.0003880886943079531,0.001142857142857143
Arterial endothelium,N,imu,SLC15A3,875,0.0353148989379406,0.07657142857142857
Arterial endothelium,N,imu,SLC15A4,875,0.010265719145536423,0.03314285714285714
Arterial endothelium,N,imu,SLC16A10,875,0.0026050680316984653,0.002285714285714286
Arterial endothelium,N,imu,SLC1A4,875,0.01772167906165123,0.04114285714285714
Arterial endothelium,N,imu,SLC1A5,875,0.09149710834026337,0.20685714285714285
Arterial endothelium,N,imu,SLC22A7,875,0.0,0.0
Arterial endothelium,N,imu,SLC36A2,875,0.0,0.0
Arterial endothelium,N,imu,SLC38A1,875,0.04053303226828575,0.10171428571428572
Arterial endothelium,N,imu,SLC38A2,875,0.3233509659767151,0.4605714285714286
Arterial endothelium,N,imu,SLC38A3,875,0.00019887722737621516,0.002285714285714286
Arterial endothelium,N,imu,SLC38A4,875,0.0,0.0
Arterial endothelium,N,imu,SLC38A6,875,0.009469805285334587,0.021714285714285714
Arterial endothelium,N,imu,SLC3A2,875,0.22785550355911255,0.39085714285714285
Arterial endothelium,N,imu,SLC43A1,875,0.012002297677099705,0.030857142857142857
Arterial endothelium,N,imu,SLC43A2,875,0.016449110582470894,0.04
Arterial endothelium,N,imu,SLC51A,875,0.002273495774716139,0.005714285714285714
Arterial endothelium,N,imu,SLC51B,875,0.008095167577266693,0.02057142857142857
Arterial endothelium,N,imu,SLC5A1,875,0.002665469888597727,0.004571428571428572
Arterial endothelium,N,imu,SLC5A5,875,0.000766257755458355,0.002285714285714286
Arterial endothelium,N,imu,SLC6A15,875,0.0,0.0
Arterial endothelium,N,imu,SLC6A16,875,0.01137219462543726,0.03314285714285714
Arterial endothelium,N,imu,SLC7A10,875,0.0,0.0
Arterial endothelium,N,imu,SLC7A11,875,0.004013372585177422,0.009142857142857144
Arterial endothelium,N,imu,SLC7A5,875,0.014076151885092258,0.022857142857142857
Arterial endothelium,N,imu,SLC7A8,875,0.0038356478326022625,0.006857142857142857
Arterial endothelium,N,imu,SLCO1A2,875,0.0,0.0
Arterial endothelium,N,imu,SLCO1B1,875,0.0,0.0
Arterial endothelium,N,imu,SLCO1B3,875,0.005320779047906399,0.011428571428571429
Arterial endothelium,N,imu,SLCO2B1,875,0.009901565499603748,0.021714285714285714
Arterial endothelium,N,imu,SLCO4A1,875,0.038053978234529495,0.08685714285714285
B cells,F,epi,ABCB1,2698,0.021642440930008888,0.035211267605633804
B cells,F,epi,ABCB11,2698,0.0014903019182384014,0.0025945144551519643
B cells,F,epi,ABCC1,2698,0.012327084317803383,0.021497405485544848
B cells,F,epi,ABCC2,2698,0.0008966800523921847,0.0018532246108228317
B cells,F,epi,ABCC3,2698,0.002414174610748887,0.0018532246108228317
B cells,F,epi,ABCC4,2698,0.004603927955031395,0.008895478131949592
B cells,F,epi,SLC10A1,2698,0.00014496625226456672,0.00037064492216456633
B cells,F,epi,SLC10A2,2698,0.0,0.0
B cells,F,epi,SLC13A5,2698,0.0009114283020608127,0.001111934766493699
B cells,F,epi,SLC14A1,2698,0.009981820359826088,0.01519644180874722
B cells,F,epi,SLC14A2,2698,0.0008776095928624272,0.0014825796886582653
B cells,F,epi,SLC15A3,2698,0.0334944985806942,0.05707931801334322
B cells,F,epi,SLC15A4,2698,0.0625075027346611,0.10526315789473684
B cells,F,epi,SLC16A10,2698,0.0009857525583356619,0.0014825796886582653
B cells,F,epi,SLC1A4,2698,0.006756199523806572,0.01223128243143069
B cells,F,epi,SLC1A5,2698,0.01384728867560625,0.024833209785025945
B cells,F,epi,SLC22A7,2698,0.0,0.0
B cells,F,epi,SLC36A2,2698,0.0,0.0
B cells,F,epi,SLC38A1,2698,0.234834685921669,0.3157894736842105
B cells,F,epi,SLC38A2,2698,0.10864074528217316,0.15937731653076354
B cells,F,epi,SLC38A3,2698,0.0,0.0
B cells,F,epi,SLC38A4,2698,0.0,0.0
B cells,F,epi,SLC38A6,2698,0.011589683592319489,0.019644180874722018
B cells,F,epi,SLC3A2,2698,0.056201763451099396,0.10081541882876205
B cells,F,epi,SLC43A1,2698,0.003922079224139452,0.006300963676797628
B cells,F,epi,SLC43A2,2698,0.017293546348810196,0.027798369162342476
B cells,F,epi,SLC51A,2698,0.001597316120751202,0.0029651593773165306
B cells,F,epi,SLC51B,2698,0.0002761259092949331,0.00037064492216456633
B cells,F,epi,SLC5A1,2698,0.0019065759843215346,0.002223869532987398
B cells,F,epi,SLC5A5,2698,0.00017884276167023927,0.00037064492216456633
B cells,F,epi,SLC6A15,2698,0.0,0.0
B cells,F,epi,SLC6A16,2698,0.011020360514521599,0.017790956263899184
B cells,F,epi,SLC7A10,2698,0.0,0.0
B cells,F,epi,SLC7A11,2698,0.00015756073116790503,0.00037064492216456633
B cells,F,epi,SLC7A5,2698,0.008230543695390224,0.01111934766493699
B cells,F,epi,SLC7A8,2698,0.0010657317470759153,0.001111934766493699
B cells,F,epi,SLCO1A2,2698,0.0,0.0
B cells,F,epi,SLCO1B1,2698,0.0,0.0
B cells,F,epi,SLCO1B3,2698,0.0,0.0
B cells,F,epi,SLCO2B1,2698,0.00019822521426249295,0.00037064492216456633
B cells,F,epi,SLCO4A1,2698,0.0023788674734532833,0.004447739065974796
B cells,F,imu,ABCB1,11972,0.022453365847468376,0.034330103575008354
B cells,F,imu,ABCB11,11972,0.0009753135964274406,0.0015870364183093886
B cells,F,imu,ABCC1,11972,0.014661804772913456,0.024640828600066823
B cells,F,imu,ABCC2,11972,0.0007710562204010785,0.001252923488138991
B cells,F,imu,ABCC3,11972,0.0015378802781924605,0.0017540928833945874
B cells,F,imu,ABCC4,11972,0.0044306484051048756,0.008185766789174742
B cells,F,imu,SLC10A1,11972,0.0001637732784729451,0.0003341129301703976
B cells,F,imu,SLC10A2,11972,2.8635426133405417e-05,8.35282325425994e-05
B cells,F,imu,SLC13A5,11972,0.0002141227450920269,0.0002505846976277982
B cells,F,imu,SLC14A1,11972,0.006572507321834564,0.010942198463080522
B cells,F,imu,SLC14A2,11972,0.0014486325671896338,0.0024223187437353824
B cells,F,imu,SLC15A3,11972,0.02796492725610733,0.049031072502505844
B cells,F,imu,SLC15A4,11972,0.04371199011802673,0.07116605412629469
B cells,F,imu,SLC16A10,11972,0.0005646418430842459,0.0007517540928833945
B cells,F,imu,SLC1A4,11972,0.010043268091976643,0.01687270297360508
B cells,F,imu,SLC1A5,11972,0.015533185563981533,0.02489141329769462
B cells,F,imu,SLC22A7,11972,4.65387201984413e-05,8.35282325425994e-05
B cells,F,imu,SLC36A2,11972,0.0,0.0
B cells,F,imu,SLC38A1,11972,0.2241763025522232,0.29610758436351486
B cells,F,imu,SLC38A2,11972,0.09829888492822647,0.1374874707651186
B cells,F,imu,SLC38A3,11972,0.0,0.0
B cells,F,imu,SLC38A4,11972,0.0,0.0
B cells,F,imu,SLC38A6,11972,0.010478160344064236,0.015536251252923489
B cells,F,imu,SLC3A2,11972,0.07419715076684952,0.12019712662880054
B cells,F,imu,SLC43A1,11972,0.0013219329994171858,0.0024223187437353824
B cells,F,imu,SLC43A2,11972,0.014720477163791656,0.022970263949214833
B cells,F,imu,SLC51A,11972,0.0014548646286129951,0.002171734046107584
B cells,F,imu,SLC51B,11972,0.00018065670155920088,0.0002505846976277982
B cells,F,imu,SLC5A1,11972,0.0005203468608669937,0.0007517540928833945
B cells,F,imu,SLC5A5,11972,0.0004339371807873249,0.000835282325425994
B cells,F,imu,SLC6A15,11972,4.796590656042099e-05,8.35282325425994e-05
B cells,F,imu,SLC6A16,11972,0.00785392802208662,0.011693952555963916
B cells,F,imu,SLC7A10,11972,7.82241186243482e-05,8.35282325425994e-05
B cells,F,imu,SLC7A11,11972,0.001269197091460228,0.001670564650851988
B cells,F,imu,SLC7A5,11972,0.00838062446564436,0.013280988974273305
B cells,F,imu,SLC7A8,11972,0.001204812084324658,0.0020046775810223854
B cells,F,imu,SLCO1A2,11972,0.0,0.0
B cells,F,imu,SLCO1B1,11972,0.0,0.0
B cells,F,imu,SLCO1B3,11972,0.0,0.0
B cells,F,imu,SLCO2B1,11972,0.0012114790733903646,0.001503508185766789
B cells,F,imu,SLCO4A1,11972,0.004852845333516598,0.008269295021717341
B cells,H,epi,ABCB1,781,0.011043638922274113,0.015364916773367477
B cells,H,epi,ABCB11,781,0.0,0.0
B cells,H,epi,ABCC1,781,0.012687228620052338,0.023047375160051217
B cells,H,epi,ABCC2,781,0.0,0.0
B cells,H,epi,ABCC3,781,0.0026194313541054726,0.005121638924455826
B cells,H,epi,ABCC4,781,0.004209752660244703,0.008962868117797696
B cells,H,epi,SLC10A1,781,0.0,0.0
B cells,H,epi,SLC10A2,781,0.0004926220863126218,0.0012804097311139564
B cells,H,epi,SLC13A5,781,0.0004944835091009736,0.0012804097311139564
B cells,H,epi,SLC14A1,781,0.005235087126493454,0.010243277848911651
B cells,H,epi,SLC14A2,781,0.0018315461929887533,0.0038412291933418692
B cells,H,epi,SLC15A3,781,0.042604003101587296,0.06914212548015365
B cells,H,epi,SLC15A4,781,0.036694545298814774,0.06274007682458387
B cells,H,epi,SLC16A10,781,0.0,0.0
B cells,H,epi,SLC1A4,781,0.012206760235130787,0.019206145966709345
B cells,H,epi,SLC1A5,781,0.01971491053700447,0.03585147247119078
B cells,H,epi,SLC22A7,781,0.0,0.0
B cells,H,epi,SLC36A2,781,0.0,0.0
B cells,H,epi,SLC38A1,781,0.13539907336235046,0.20742637644046094
B cells,H,epi,SLC38A2,781,0.0909271314740181,0.13956466069142126
B cells,H,epi,SLC38A3,781,0.0,0.0
B cells,H,epi,SLC38A4,781,0.0,0.0
B cells,H,epi,SLC38A6,781,0.005873098969459534,0.011523687580025609
B cells,H,epi,SLC3A2,781,0.08858513087034225,0.14852752880921896
B cells,H,epi,SLC43A1,781,0.0006740786484442651,0.0012804097311139564
B cells,H,epi,SLC43A2,781,0.013987925834953785,0.029449423815621
B cells,H,epi,SLC51A,781,0.002232067985460162,0.0038412291933418692
B cells,H,epi,SLC51B,781,0.006023836322128773,0.011523687580025609
B cells,H,epi,SLC5A1,781,0.0031835942063480616,0.005121638924455826
B cells,H,epi,SLC5A5,781,0.0012698402861133218,0.002560819462227913
B cells,H,epi,SLC6A15,781,0.0004756621492560953,0.0012804097311139564
B cells,H,epi,SLC6A16,781,0.0024829679168760777,0.005121638924455826
B cells,H,epi,SLC7A10,781,0.0,0.0
B cells,H,epi,SLC7A11,781,0.0005469075404107571,0.0012804097311139564
B cells,H,epi,SLC7A5,781,0.010094392113387585,0.019206145966709345
B cells,H,epi,SLC7A8,781,0.0017148862825706601,0.0038412291933418692
B cells,H,epi,SLCO1A2,781,0.0,0.0
B cells,H,epi,SLCO1B1,781,0.0,0.0
B cells,H,epi,SLCO1B3,781,0.0,0.0
B cells,H,epi,SLCO2B1,781,0.0010652556084096432,0.002560819462227913
B cells,H,epi,SLCO4A1,781,0.0014148635091260076,0.0038412291933418692
B cells,H,imu,ABCB1,4428,0.02642415277659893,0.026648599819331528
B cells,H,imu,ABCB11,4428,0.0005070663755759597,0.001129177958446251
B cells,H,imu,ABCC1,4428,0.014475245960056782,0.022583559168925023
B cells,H,imu,ABCC2,4428,0.00030227593379095197,0.00045167118337850043
B cells,H,imu,ABCC3,4428,0.0019400272285565734,0.0024841915085817524
B cells,H,imu,ABCC4,4428,0.004305635578930378,0.005194218608852755
B cells,H,imu,SLC10A1,4428,0.0,0.0
B cells,H,imu,SLC10A2,4428,0.0006900063599459827,0.0009033423667570009
B cells,H,imu,SLC13A5,4428,0.0,0.0
B cells,H,imu,SLC14A1,4428,0.008120523765683174,0.008807588075880758
B cells,H,imu,SLC14A2,4428,0.0003802219871431589,0.0006775067750677507
B cells,H,imu,SLC15A3,4428,0.03530709445476532,0.051942186088527555
B cells,H,imu,SLC15A4,4428,0.030014950782060623,0.04019873532068654
B cells,H,imu,SLC16A10,4428,0.0006284363917075098,0.00045167118337850043
B cells,H,imu,SLC1A4,4428,0.009710102342069149,0.014453477868112014
B cells,H,imu,SLC1A5,4428,0.015752475708723068,0.024390243902439025
B cells,H,imu,SLC22A7,4428,0.0001533829781692475,0.00022583559168925022
